sku_id,product_family,n_weeks,total_demand,mean_demand,std_demand,pct_zero_weeks,stockout_rate,latest_on_hand,adi,cv2,sb_class,nz_mean,nz_std,latest_lead_time_days,latest_supplier_id,latest_unit_cost,inventory_value,weeks_of_supply,paradox_tag
CB-1046,Terminal Block,104,5647.0,54.29807692307692,17.398738827016295,0.0,0.019230769230769232,0,1.0,0.10168819216918494,Smooth,54.29807692307692,17.398738827016295,14,SUP-110,33.88,0.0,0.0,Reasonably balanced
CB-1047,Contact Assembly,104,597.0,5.740384615384615,14.535524071900864,83.65384615384616,0.11538461538461539,24,6.117647058823529,0.2014651706326159,Intermittent,35.11764705882353,16.247624260723384,7,SUP-111,130.2,3124.7999999999997,4.180904522613066,Chronic stockouts
CB-1048,Molded Case,104,6814.0,65.51923076923077,12.267235364180845,0.0,0.07692307692307693,210,1.0,0.03471839991026607,Smooth,65.51923076923077,12.267235364180845,35,SUP-100,113.85,23908.5,3.2051658350454946,Reasonably balanced
CB-1049,Trip Unit,104,9733.0,93.58653846153847,36.419777667870896,0.0,0.009615384615384616,239,1.0,0.1499863366157722,Smooth,93.58653846153847,36.419777667870896,7,SUP-101,17.49,4180.11,2.5537860885646766,Reasonably balanced
CB-1050,Terminal Block,104,6085.0,58.50961538461539,23.746229212074542,0.9615384615384616,0.20192307692307693,0,1.0097087378640777,0.15194787078966893,Smooth,59.077669902912625,23.141376795852374,56,SUP-777,9.89,0.0,0.0,Chronic stockouts
CB-1051,Contact Assembly,104,2591.0,24.91346153846154,10.352158985854556,0.0,0.009615384615384616,7,1.0,0.17100058823695896,Smooth,24.91346153846154,10.352158985854556,14,SUP-103,28.15,197.04999999999998,0.28097259745272096,Reasonably balanced
CB-1052,Molded Case,104,8217.0,79.00961538461539,14.235532729183145,0.0,0.009615384615384616,281,1.0,0.03215077442765852,Smooth,79.00961538461539,14.235532729183145,14,SUP-104,106.81,30013.61,3.5565291468905924,Reasonably balanced
CB-1053,Trip Unit,104,8355.0,80.33653846153847,13.802075668383642,0.0,0.009615384615384616,259,1.0,0.029232534011211782,Smooth,80.33653846153847,13.802075668383642,14,SUP-105,105.64,27360.76,3.2239377618192697,Reasonably balanced
CB-1054,Terminal Block,104,12756.0,122.65384615384616,23.90790145650118,0.0,0.09615384615384616,113,1.0,0.03762915423146811,Smooth,122.65384615384616,23.90790145650118,42,SUP-106,107.39,12135.07,0.9212919410473502,Reasonably balanced
CB-1055,Contact Assembly,104,9519.0,91.52884615384616,16.904619194528582,0.0,0.0,249,1.0,0.03378303742728244,Smooth,91.52884615384616,16.904619194528582,7,SUP-107,88.11,21939.39,2.7204538291837377,Reasonably balanced
CB-1056,Molded Case,104,433.0,4.163461538461538,11.916465378824377,87.5,0.04807692307692308,30,8.0,0.13914416312423664,Intermittent,33.30769230769231,12.931773630510598,42,SUP-108,17.18,515.4,7.205542725173211,Overstocked / slow-moving
CB-1057,Trip Unit,104,3132.0,30.115384615384617,11.903583283879934,0.0,0.125,48,1.0,0.15473283650497724,Smooth,30.115384615384617,11.903583283879934,35,SUP-109,168.96,8110.08,1.5938697318007662,Chronic stockouts
CB-1058,Terminal Block,104,2275.0,21.875,8.463155439905377,0.9615384615384616,0.057692307692307696,40,1.0097087378640777,0.13720159401038529,Smooth,22.0873786407767,8.221333792981392,21,SUP-110,86.54,3461.6000000000004,1.8285714285714285,Reasonably balanced
CB-1059,Contact Assembly,104,6866.5,66.02403846153847,11.351057392191988,0.0,0.0673076923076923,10,1.0,0.02927334521065369,Smooth,66.02403846153847,11.351057392191988,42,SUP-111,94.92,949.2,0.15145998689288573,Reasonably balanced
CB-1060,Molded Case,104,8505.0,81.77884615384616,14.663842812658423,0.0,0.009615384615384616,271,1.0,0.03184325988689435,Smooth,81.77884615384616,14.663842812658423,14,SUP-100,6.34,1718.1399999999999,3.313815402704291,Reasonably balanced
CB-1061,Trip Unit,104,556.0,5.346153846153846,14.111050018914106,80.76923076923077,0.07692307692307693,39,5.2,0.5192019046633197,Lumpy,27.8,20.55185994912434,7,SUP-101,27.39,1068.21,7.294964028776979,Overstocked / slow-moving
CB-1062,Terminal Block,104,4932.0,47.42307692307692,19.40858198113137,0.0,0.09615384615384616,216,1.0,0.16588688071807395,Smooth,47.42307692307692,19.40858198113137,42,SUP-102,21.77,4702.32,4.554744525547446,Reasonably balanced
CB-1063,Contact Assembly,104,2978.5,28.639423076923077,11.162405857085528,0.0,0.0,34,1.0,0.15044957780212612,Smooth,28.639423076923077,11.162405857085528,7,SUP-103,119.55,4064.7,1.1871747523921437,Reasonably balanced
CB-1064,Molded Case,104,7592.0,73.0,32.05214198497883,0.9615384615384616,0.019230769230769232,291,1.0097087378640777,0.17947792640692162,Smooth,73.70873786407768,31.379283495725662,14,SUP-104,138.93,40428.630000000005,3.9863013698630136,Reasonably balanced
CB-1065,Trip Unit,104,7253.5,69.7451923076923,12.30656056631451,0.0,0.04807692307692308,143,1.0,0.03083533847970053,Smooth,69.7451923076923,12.30656056631451,28,SUP-105,43.36,6200.48,2.0503205349141793,Reasonably balanced
CB-1066,Terminal Block,104,5014.0,48.21153846153846,8.455104825497841,0.0,0.0673076923076923,182,1.0,0.030460701261040297,Smooth,48.21153846153846,8.455104825497841,42,SUP-106,100.99,18380.18,3.7750299162345433,Reasonably balanced
CB-1067,Contact Assembly,104,8761.0,84.24038461538461,14.778293707298499,0.0,0.009615384615384616,33,1.0,0.030479777368861167,Smooth,84.24038461538461,14.778293707298499,14,SUP-107,145.96,4816.68,0.391736103184568,Reasonably balanced
CB-1068,Molded Case,104,6267.0,60.25961538461539,10.954446889129152,0.0,0.04807692307692308,197,1.0,0.03272895076596381,Smooth,60.25961538461539,10.954446889129152,35,SUP-108,171.64,33813.079999999994,3.2691878091590874,Reasonably balanced
CB-1069,Trip Unit,104,13320.0,128.07692307692307,24.276198862616994,0.0,0.057692307692307696,281,1.0,0.03558143729314901,Smooth,128.07692307692307,24.276198862616994,28,SUP-109,47.93,13468.33,2.193993993993994,Reasonably balanced
CB-1070,Terminal Block,104,609.0,5.855769230769231,14.17876045168366,82.6923076923077,0.0673076923076923,53,5.777777777777778,0.17804363124560163,Intermittent,33.833333333333336,14.689932526974344,28,SUP-110,31.72,1681.1599999999999,9.050903119868638,Overstocked / slow-moving
CB-1071,Contact Assembly,104,10259.0,98.64423076923077,17.280056560739173,0.0,0.009615384615384616,35,1.0,0.030391408194969324,Smooth,98.64423076923077,17.280056560739173,14,SUP-111,178.65,6252.75,0.3548104103713812,Reasonably balanced
CB-1072,Molded Case,104,508.0,4.884615384615385,12.25799338360004,83.65384615384616,0.09615384615384616,38,6.117647058823529,0.18298561597123192,Intermittent,29.88235294117647,13.176125914609614,21,SUP-100,135.38,5144.44,7.779527559055118,Overstocked / slow-moving
CB-1073,Trip Unit,104,711.0,6.836538461538462,14.490110840613456,75.96153846153845,0.08653846153846154,28,4.16,0.30988623618009936,Intermittent,28.44,16.158279611394278,14,SUP-101,94.6,2648.7999999999997,4.09563994374121,Reasonably balanced
CB-1074,Terminal Block,104,7729.0,74.3173076923077,13.28424457190373,0.0,0.07692307692307693,319,1.0,0.031644458958327314,Smooth,74.3173076923077,13.28424457190373,42,SUP-102,139.53,44510.07,4.292405227066891,Reasonably balanced
CB-1075,Contact Assembly,104,8716.0,83.8076923076923,33.434206343895085,0.0,0.038461538461538464,22,1.0,0.1576224805135423,Smooth,83.8076923076923,33.434206343895085,21,SUP-103,19.27,423.94,0.2625057365764112,Reasonably balanced
CB-1076,Molded Case,104,7336.0,70.53846153846153,29.841302932629354,0.0,0.028846153846153848,304,1.0,0.1772505051201764,Smooth,70.53846153846153,29.841302932629354,21,SUP-104,49.09,14923.36,4.309705561613959,Reasonably balanced
CB-1077,Trip Unit,104,1062.0,10.211538461538462,17.1683119010719,69.23076923076923,0.09615384615384616,70,3.25,0.16906948124031335,Intermittent,33.1875,13.86440673788635,42,SUP-105,24.29,1700.3,6.854990583804143,Overstocked / slow-moving
CB-1078,Terminal Block,104,1076.0,10.346153846153847,18.131541594620703,71.15384615384616,0.14423076923076922,54,3.466666666666667,0.1658731913599867,Intermittent,35.86666666666667,14.857329163919653,14,SUP-106,29.71,1604.3400000000001,5.219330855018587,Chronic stockouts
CB-1079,Contact Assembly,104,4756.0,45.73076923076923,8.88571534917797,0.0,0.038461538461538464,180,1.0,0.03739139476601111,Smooth,45.73076923076923,8.88571534917797,21,SUP-107,157.73,28391.399999999998,3.936080740117746,Reasonably balanced
CB-1080,Molded Case,104,5620.0,54.03846153846154,9.43441652069088,0.0,0.04807692307692308,133,1.0,0.030187560947809673,Smooth,54.03846153846154,9.43441652069088,28,SUP-108,57.58,7658.139999999999,2.461209964412811,Reasonably balanced
CB-1081,Trip Unit,104,766.0,7.365384615384615,16.424619037598603,79.8076923076923,0.08653846153846154,61,4.9523809523809526,0.19638827723960212,Intermittent,36.476190476190474,16.563873483032427,14,SUP-109,91.38,5574.179999999999,8.281984334203656,Overstocked / slow-moving
CB-1082,Terminal Block,104,8187.5,78.72596153846153,14.109295945445904,0.0,0.07692307692307693,68,1.0,0.0318110953907115,Smooth,78.72596153846153,14.109295945445904,42,SUP-110,4.97,337.96,0.8637557251908398,Reasonably balanced
CB-1083,Contact Assembly,104,10354.0,99.5576923076923,18.303709063920333,0.0,0.0,225,1.0,0.0334759145712513,Smooth,99.5576923076923,18.303709063920333,14,SUP-111,122.78,27625.5,2.2599961367587404,Reasonably balanced
CB-1084,Molded Case,104,13814.0,132.82692307692307,25.588013845872243,0.0,0.0,469,1.0,0.03675401724401143,Smooth,132.82692307692307,25.588013845872243,7,SUP-100,92.37,43321.53,3.5309106703344435,Reasonably balanced
CB-1085,Trip Unit,104,8899.0,85.5673076923077,32.69326833803639,0.0,0.057692307692307696,67,1.0,0.14457887084108192,Smooth,85.5673076923077,32.69326833803639,35,SUP-101,37.96,2543.32,0.7830093268906618,Reasonably balanced
CB-1086,Terminal Block,104,1148.0,11.038461538461538,18.023136735993862,65.38461538461539,0.09615384615384616,84,2.888888888888889,0.26009178210248995,Intermittent,31.88888888888889,16.493769867572556,28,SUP-102,129.48,10876.32,7.609756097560975,Overstocked / slow-moving
CB-1087,Contact Assembly,104,7151.0,68.75961538461539,28.597472626568482,0.0,0.07692307692307693,239,1.0,0.17131378632777594,Smooth,68.75961538461539,28.597472626568482,35,SUP-103,24.47,5848.33,3.4758774996503985,Reasonably balanced
CB-1088,Molded Case,104,430.0,4.134615384615385,11.985474778909575,86.53846153846155,0.09615384615384616,18,7.428571428571429,0.2549269875608437,Intermittent,30.714285714285715,16.093135523850254,7,SUP-104,73.07,1315.2599999999998,4.353488372093023,Reasonably balanced
CB-1089,Trip Unit,104,9454.0,90.90384615384616,15.912088114709405,0.0,0.0,264,1.0,0.030345459508231296,Smooth,90.90384615384616,15.912088114709405,7,SUP-105,120.16,31722.239999999998,2.904167548127776,Reasonably balanced
CB-1090,Terminal Block,104,746.0,7.173076923076923,14.581170400432626,77.88461538461539,0.09615384615384616,38,4.521739130434782,0.126203020218646,Intermittent,32.43478260869565,11.78144182778585,21,SUP-106,53.34,2026.92,5.297587131367292,Reasonably balanced
CB-1091,Contact Assembly,104,561.0,5.394230769230769,13.720099541963032,82.6923076923077,0.07692307692307693,47,5.777777777777778,0.28199262203666103,Intermittent,31.166666666666668,17.03024990317834,21,SUP-107,101.05,4749.349999999999,8.71301247771836,Overstocked / slow-moving
CB-1092,Molded Case,104,3001.5,28.860576923076923,12.16761113896137,0.9615384615384616,0.0,108,1.0097087378640777,0.1647291740880628,Smooth,29.140776699029125,11.88515664223371,7,SUP-108,21.3,2300.4,3.742128935532234,Reasonably balanced
CB-1093,Trip Unit,104,7845.0,75.4326923076923,14.651792973602218,0.0,0.08653846153846154,300,1.0,0.037365105710911825,Smooth,75.4326923076923,14.651792973602218,35,SUP-109,174.01,52203.0,3.977055449330784,Reasonably balanced
CB-1094,Terminal Block,104,5781.0,55.58653846153846,22.801213805589715,0.9615384615384616,0.028846153846153848,250,1.0097087378640777,0.15542280255802815,Smooth,56.12621359223301,22.235230661753477,21,SUP-110,168.11,42027.5,4.4974917834284724,Reasonably balanced
CB-1095,Contact Assembly,104,578.0,5.5576923076923075,13.666504246228197,81.73076923076923,0.07692307692307693,39,5.473684210526316,0.2767747033680151,Intermittent,30.42105263157895,16.44288359907202,21,SUP-111,141.8,5530.200000000001,7.017301038062284,Overstocked / slow-moving
CB-1096,Molded Case,104,5186.0,49.86538461538461,9.564353004480967,0.0,0.038461538461538464,197,1.0,0.036434828766344,Smooth,49.86538461538461,9.564353004480967,21,SUP-100,21.87,4308.39,3.950636328576938,Reasonably balanced
CB-1097,Trip Unit,104,1135.0,10.913461538461538,19.24754962435987,68.26923076923077,0.09615384615384616,0,3.1515151515151514,0.294793223233519,Intermittent,34.39393939393939,18.963681396849402,14,SUP-101,43.79,0.0,0.0,Reasonably balanced
CB-1098,Terminal Block,104,4828.0,46.42307692307692,18.28081508438191,0.0,0.0673076923076923,153,1.0,0.1535773439800556,Smooth,46.42307692307692,18.28081508438191,35,SUP-102,110.07,16840.71,3.295774647887324,Reasonably balanced
CB-1099,Contact Assembly,104,800.0,7.6923076923076925,14.612188636846131,73.07692307692307,0.0673076923076923,0,3.7142857142857144,0.2313875,Intermittent,28.571428571428573,13.995842164142816,35,SUP-103,75.73,0.0,0.0,Reasonably balanced
CB-1100,Molded Case,104,12640.0,121.53846153846153,22.67838587641703,0.0,0.057692307692307696,231,1.0,0.03448265502323346,Smooth,121.53846153846153,22.67838587641703,28,SUP-104,78.09,18038.79,1.9006329113924052,Reasonably balanced
CB-1101,Trip Unit,104,6023.0,57.91346153846154,24.453288371367634,0.0,0.08653846153846154,62,1.0,0.1765709999432415,Smooth,57.91346153846154,24.453288371367634,42,SUP-105,83.07,5150.339999999999,1.0705628424373235,Reasonably balanced
CB-1102,Terminal Block,104,8007.0,76.99038461538461,13.050681782813719,0.0,0.07692307692307693,298,1.0,0.028457536897627474,Smooth,76.99038461538461,13.050681782813719,42,SUP-106,44.51,13263.98,3.870613213438242,Reasonably balanced
CB-1103,Contact Assembly,104,7629.0,73.35576923076923,28.323004567878282,0.0,0.10576923076923077,318,1.0,0.14764338002084854,Smooth,73.35576923076923,28.323004567878282,42,SUP-107,21.19,6738.42,4.335037357451829,Reasonably balanced
CB-1104,Molded Case,104,12685.0,121.97115384615384,22.338723716821644,0.0,0.0673076923076923,439,1.0,0.03322051299420528,Smooth,121.97115384615384,22.338723716821644,35,SUP-108,108.01,47416.39,3.599211667323611,Reasonably balanced
CB-1105,Trip Unit,104,8543.0,82.14423076923077,14.039070495350222,0.0,0.019230769230769232,35,1.0,0.02892853634694364,Smooth,82.14423076923077,14.039070495350222,14,SUP-109,57.58,2015.3,0.4260798314409458,Reasonably balanced
CB-1106,Terminal Block,104,6660.0,64.03846153846153,11.468761351189814,0.0,0.057692307692307696,212,1.0,0.03176545915284656,Smooth,64.03846153846153,11.468761351189814,35,SUP-110,165.97,35185.64,3.3105105105105106,Reasonably balanced
CB-1107,Contact Assembly,104,11611.0,111.64423076923077,20.712042493605214,0.0,0.0,414,1.0,0.034086088776215565,Smooth,111.64423076923077,20.712042493605214,7,SUP-111,29.77,12324.78,3.7082077340453017,Reasonably balanced
CB-1108,Molded Case,104,11105.0,106.77884615384616,19.85674751707046,0.0,0.009615384615384616,384,1.0,0.03424913959318778,Smooth,106.77884615384616,19.85674751707046,14,SUP-100,6.25,2400.0,3.5962179198559205,Reasonably balanced
CB-1109,Trip Unit,104,5088.0,48.92307692307692,9.861853847751638,0.0,0.028846153846153848,158,1.0,0.040243290415727224,Smooth,48.92307692307692,9.861853847751638,14,SUP-101,11.98,1892.8400000000001,3.2295597484276732,Reasonably balanced
CB-1110,Terminal Block,104,9151.0,87.99038461538461,32.174432106939086,0.0,0.019230769230769232,260,1.0,0.13242050311890377,Smooth,87.99038461538461,32.174432106939086,14,SUP-102,123.33,32065.8,2.954868320402142,Reasonably balanced
CB-1111,Contact Assembly,104,11150.0,107.21153846153847,19.803242392614454,0.0,0.0673076923076923,341,1.0,0.0337904080114219,Smooth,107.21153846153847,19.803242392614454,35,SUP-103,92.05,31389.05,3.1806278026905828,Reasonably balanced
CB-1112,Molded Case,104,339.0,3.2596153846153846,10.500111134231737,88.46153846153845,0.0673076923076923,0,8.666666666666666,0.3011721095361161,Intermittent,28.25,16.192731253699773,14,SUP-104,153.58,0.0,0.0,Reasonably balanced
CB-1113,Trip Unit,104,12990.0,124.90384615384616,21.338928932261368,0.0,0.019230769230769232,499,1.0,0.028906632152049208,Smooth,124.90384615384616,21.338928932261368,21,SUP-105,44.52,22215.480000000003,3.9950731331793685,Reasonably balanced
