sku_id,week_start_date,demand_qty,on_hand_qty,unit_cost,lead_time_days,stockout_flag,_dupe_key
CB-1001,2024-12-09,0.0,27,154.9,28,0,False
CB-1001,2024-12-16,0.0,49,154.9,28,0,False
CB-1001,2024-12-23,0.0,49,154.9,28,0,False
CB-1001,2024-12-30,25.0,24,154.9,28,0,False
CB-1001,2025-01-06,0.0,24,154.9,28,0,False
CB-1001,2025-01-13,0.0,24,154.9,28,0,False
CB-1001,2025-01-20,0.0,24,154.9,28,0,False
CB-1001,2025-01-27,0.0,46,154.9,28,0,False
CB-1001,2025-02-03,0.0,46,154.9,28,0,False
CB-1001,2025-02-10,0.0,46,154.9,28,0,False
CB-1001,2025-02-17,0.0,46,154.9,28,0,False
CB-1001,2025-02-24,0.0,46,154.9,28,0,False
CB-1001,2025-03-03,0.0,46,154.9,28,0,False
CB-1001,2025-03-10,0.0,46,154.9,28,0,False
CB-1001,2025-03-17,0.0,46,154.9,28,0,False
CB-1001,2025-03-24,0.0,46,154.9,28,0,False
CB-1001,2025-03-31,0.0,46,154.9,28,0,False
CB-1001,2025-04-07,27.0,19,154.9,28,0,False
CB-1001,2025-04-14,0.0,19,154.9,28,0,False
CB-1001,2025-04-21,0.0,19,154.9,28,0,False
CB-1001,2025-04-28,24.0,0,154.9,28,1,False
CB-1001,2025-05-05,6.0,16,154.9,28,0,False
CB-1001,2025-05-12,0.0,16,154.9,28,0,False
CB-1001,2025-05-19,0.0,16,154.9,28,0,False
CB-1001,2025-05-26,0.0,39,154.9,28,0,False
CB-1001,2025-06-02,0.0,39,154.9,28,0,False
CB-1001,2025-06-09,20.0,19,154.9,28,0,False
CB-1001,2025-06-16,0.0,19,154.9,28,0,False
CB-1001,2025-06-23,0.0,19,154.9,28,0,False
CB-1001,2025-06-30,0.0,19,154.9,28,0,False
CB-1001,2025-07-07,0.0,41,154.9,28,0,False
CB-1001,2025-07-14,0.0,41,154.9,28,0,False
CB-1001,2025-07-21,0.0,41,154.9,28,0,False
CB-1001,2025-07-28,0.0,41,154.9,28,0,False
CB-1001,2025-08-04,0.0,41,154.9,28,0,False
CB-1001,2025-08-11,0.0,41,154.9,28,0,False
CB-1001,2025-08-18,0.0,41,154.9,28,0,False
CB-1001,2025-08-25,0.0,41,154.9,28,0,False
CB-1001,2025-09-01,45.0,0,154.9,28,1,False
CB-1001,2025-09-08,0.0,0,154.9,28,0,False
CB-1001,2025-09-15,0.0,0,154.9,28,0,False
CB-1001,2025-09-22,0.0,0,154.9,28,0,False
CB-1001,2025-09-29,0.0,22,154.9,28,0,False
CB-1001,2025-10-06,0.0,45,154.9,28,0,False
CB-1001,2025-10-13,45.0,0,154.9,28,1,False
CB-1001,2025-10-20,0.0,0,154.9,28,0,False
CB-1001,2025-10-27,0.0,0,154.9,28,0,False
CB-1001,2025-11-03,7.0,0,154.9,28,1,False
CB-1001,2025-11-10,0.0,22,154.9,28,0,False
CB-1001,2025-11-17,0.0,45,154.9,28,0,False
CB-1001,2025-11-24,0.0,45,154.9,28,0,False
CB-1001,2025-12-01,0.0,45,154.9,28,0,False
CB-1001,2025-12-08,0.0,45,154.9,28,0,False
CB-1001,2025-12-15,0.0,45,154.9,28,0,False
CB-1001,2025-12-22,0.0,45,154.9,28,0,False
CB-1002,2024-01-01,41.0,120,19.22,21,0,False
CB-1002,2024-01-08,66.0,54,19.22,21,0,False
CB-1002,2024-01-15,72.0,0,19.22,21,1,False
CB-1002,2024-01-22,68.0,163,19.22,21,0,False
CB-1002,2024-01-29,25.0,138,19.22,21,0,False
CB-1002,2024-02-05,73.0,65,19.22,21,0,False
CB-1002,2024-02-12,40.0,255,19.22,21,0,False
CB-1002,2024-02-19,70.0,185,19.22,21,0,False
CB-1002,2024-02-26,33.0,152,19.22,21,0,False
CB-1002,2024-03-04,77.0,75,19.22,21,0,False
CB-1002,2024-03-11,48.0,258,19.22,21,0,False
CB-1002,2024-03-18,38.0,220,19.22,21,0,False
CB-1002,2024-03-25,86.0,134,19.22,21,0,False
CB-1002,2024-04-01,75.0,59,19.22,21,0,False
CB-1002,2024-04-08,54.0,5,19.22,21,0,False
CB-1002,2024-04-15,104.0,132,19.22,21,0,False
CB-1002,2024-04-22,58.0,74,19.22,21,0,False
CB-1002,2024-04-29,69.0,5,19.22,21,0,False
CB-1002,2024-05-06,74.0,161,19.22,21,0,False
CB-1002,2024-05-13,52.0,109,19.22,21,0,False
CB-1002,2024-05-20,76.0,33,19.22,21,0,False
CB-1002,2024-05-27,52.0,212,19.22,21,0,False
CB-1002,2024-06-03,54.0,158,19.22,21,0,False
CB-1002,2024-06-10,91.0,67,19.22,21,0,False
CB-1002,2024-06-17,38.0,29,19.22,21,0,False
CB-1002,2024-06-24,9.0,251,19.22,21,0,False
CB-1002,2024-07-01,89.0,162,19.22,21,0,False
CB-1002,2024-07-08,104.0,58,19.22,21,0,False
CB-1002,2024-07-15,46.0,12,19.22,21,0,False
CB-1002,2024-07-22,17.0,225,19.22,21,0,False
CB-1002,2024-07-29,45.0,180,19.22,21,0,False
CB-1002,2024-08-05,44.0,136,19.22,21,0,False
CB-1002,2024-08-12,45.0,91,19.22,21,0,False
CB-1002,2024-08-19,29.0,293,19.22,21,0,False
CB-1002,2024-08-26,55.0,238,19.22,21,0,False
CB-1002,2024-09-02,53.0,185,19.22,21,0,False
CB-1002,2024-09-09,21.0,164,19.22,21,0,False
CB-1002,2024-09-16,55.0,109,19.22,21,0,False
CB-1002,2024-09-23,75.0,265,19.22,21,0,False
CB-1002,2024-09-30,47.0,218,19.22,21,0,False
CB-1002,2024-10-07,39.0,179,19.22,21,0,False
CB-1002,2024-10-14,42.0,137,19.22,21,0,False
CB-1002,2024-10-21,55.0,82,19.22,21,0,False
CB-1002,2024-10-28,18.0,294,19.22,21,0,False
CB-1002,2024-11-04,50.0,244,19.22,21,0,False
CB-1002,2024-11-11,42.0,202,19.22,21,0,False
CB-1002,2024-11-18,82.0,120,19.22,21,0,False
CB-1002,2024-11-25,48.0,72,19.22,21,0,False
CB-1002,2024-12-02,84.0,0,19.22,21,1,False
CB-1002,2024-12-09,33.0,198,19.22,21,0,False
CB-1002,2024-12-16,68.0,130,19.22,21,0,False
CB-1002,2024-12-23,65.0,65,19.22,21,0,False
CB-1002,2024-12-30,42.0,23,19.22,21,0,False
CB-1002,2025-01-06,66.0,187,19.22,21,0,False
CB-1002,2025-01-13,91.0,96,19.22,21,0,False
CB-1002,2025-01-20,59.0,37,19.22,21,0,False
CB-1002,2025-01-27,28.0,240,19.22,21,0,False
CB-1002,2025-02-03,69.0,171,19.22,21,0,False
CB-1002,2025-02-10,49.0,122,19.22,21,0,False
CB-1002,2025-02-17,64.0,58,19.22,21,0,False
CB-1002,2025-02-24,72.0,217,19.22,21,0,False
CB-1002,2025-03-03,30.0,187,19.22,21,0,False
CB-1002,2025-03-10,33.0,154,19.22,21,0,False
CB-1002,2025-03-17,90.0,64,19.22,21,0,False
CB-1002,2025-03-24,63.0,231,19.22,21,0,False
CB-1002,2025-03-31,8.0,223,19.22,21,0,False
CB-1002,2025-04-07,99.0,124,19.22,21,0,False
CB-1002,2025-04-14,85.0,39,19.22,21,0,False
CB-1002,2025-04-21,58.0,0,19.22,21,1,False
CB-1002,2025-04-28,41.0,190,19.22,21,0,False
CB-1002,2025-05-05,98.0,92,19.22,21,0,False
CB-1002,2025-05-12,84.0,8,19.22,21,0,False
CB-1002,2025-05-19,135.0,103,19.22,21,0,False
CB-1002,2025-05-26,83.0,20,19.22,21,0,False
CB-1002,2025-06-02,80.0,0,19.22,21,1,False
CB-1002,2025-06-09,65.0,166,19.22,21,0,False
CB-1002,2025-06-16,86.0,80,19.22,21,0,False
CB-1002,2025-06-23,80.0,0,19.22,21,1,False
CB-1002,2025-06-30,92.0,139,19.22,21,0,False
CB-1002,2025-07-07,51.0,88,19.22,21,0,False
CB-1002,2025-07-14,51.0,37,19.22,21,0,False
CB-1002,2025-07-21,49.0,218,19.22,21,0,False
CB-1002,2025-07-28,73.0,145,19.22,21,0,False
CB-1002,2025-08-04,84.0,61,19.22,21,0,False
CB-1002,2025-08-11,45.0,16,19.22,21,0,False
CB-1002,2025-08-18,45.0,202,19.22,21,0,False
CB-1002,2025-08-25,57.0,145,19.22,21,0,False
CB-1002,2025-09-01,46.0,99,19.22,21,0,False
CB-1002,2025-09-08,66.0,33,19.22,21,0,False
CB-1002,2025-09-15,10.0,254,19.22,21,0,False
CB-1002,2025-09-22,35.0,219,19.22,21,0,False
CB-1002,2025-09-29,36.0,183,19.22,21,0,False
CB-1002,2025-10-06,9.0,174,19.22,21,0,False
CB-1002,2025-10-13,33.0,141,19.22,21,0,False
CB-1002,2025-10-20,34.0,337,19.22,21,0,False
CB-1002,2025-10-27,48.0,289,19.22,21,0,False
CB-1002,2025-11-03,73.0,216,19.22,21,0,False
CB-1002,2025-11-10,49.0,167,19.22,21,0,False
CB-1002,2025-11-17,35.0,132,19.22,21,0,False
CB-1002,2025-11-24,56.0,76,19.22,21,0,False
CB-1002,2025-12-01,81.0,226,19.22,21,0,False
CB-1002,2025-12-08,40.0,186,19.22,21,0,False
CB-1002,2025-12-15,43.0,143,19.22,21,0,False
CB-1002,2025-12-22,78.0,65,19.22,21,0,False
CB-1003,2024-01-01,11.0,2,142.03,35,0,False
CB-1003,2024-01-08,0.0,2,142.03,35,0,False
CB-1003,2024-01-15,33.0,0,142.03,35,1,False
CB-1003,2024-01-22,0.0,0,142.03,35,0,False
CB-1003,2024-01-29,0.0,0,142.03,35,0,False
CB-1003,2024-02-05,0.0,34,142.03,35,0,False
CB-1003,2024-02-12,0.0,67,142.03,35,0,False
CB-1003,2024-02-19,0.0,67,142.03,35,0,False
CB-1003,2024-02-26,0.0,67,142.03,35,0,False
CB-1003,2024-03-04,0.0,67,142.03,35,0,False
CB-1003,2024-03-11,0.0,67,142.03,35,0,False
CB-1003,2024-03-18,0.0,67,142.03,35,0,False
CB-1003,2024-03-25,0.0,67,142.03,35,0,False
CB-1003,2024-04-01,23.0,44,142.03,35,0,False
CB-1003,2024-04-08,0.0,44,142.03,35,0,False
CB-1003,2024-04-15,30.0,14,142.03,35,0,False
CB-1003,2024-04-22,0.0,14,142.03,35,0,False
CB-1003,2024-04-29,8.0,6,142.03,35,0,False
CB-1003,2024-05-06,56.0,0,142.03,35,1,False
CB-1003,2024-05-13,15.0,0,142.03,35,1,False
CB-1003,2024-05-20,11.0,23,142.03,35,0,False
CB-1003,2024-05-27,0.0,23,142.03,35,0,False
CB-1003,2024-06-03,0.0,23,142.03,35,0,False
CB-1003,2024-06-10,0.0,56,142.03,35,0,False
CB-1003,2024-06-17,0.0,56,142.03,35,0,False
CB-1003,2024-06-24,0.0,90,142.03,35,0,False
CB-1003,2024-07-01,52.0,38,142.03,35,0,False
CB-1003,2024-07-08,0.0,38,142.03,35,0,False
CB-1003,2024-07-15,48.0,0,142.03,35,1,False
CB-1003,2024-07-22,0.0,0,142.03,35,0,False
CB-1003,2024-07-29,0.0,0,142.03,35,0,False
CB-1003,2024-08-05,0.0,34,142.03,35,0,False
CB-1003,2024-08-12,0.0,34,142.03,35,0,False
CB-1003,2024-08-19,0.0,67,142.03,35,0,False
CB-1003,2024-08-26,0.0,67,142.03,35,0,False
CB-1003,2024-09-02,0.0,67,142.03,35,0,False
CB-1003,2024-09-09,0.0,67,142.03,35,0,False
CB-1003,2024-09-16,0.0,67,142.03,35,0,False
CB-1003,2024-09-23,0.0,67,142.03,35,0,False
CB-1003,2024-09-30,0.0,67,142.03,35,0,False
CB-1003,2024-10-07,28.0,39,142.03,35,0,False
CB-1003,2024-10-14,0.0,39,142.03,35,0,False
CB-1003,2024-10-21,7.0,32,142.03,35,0,False
CB-1003,2024-10-28,0.0,32,142.03,35,0,False
CB-1003,2024-11-04,14.0,18,142.03,35,0,False
CB-1003,2024-11-11,0.0,52,142.03,35,0,False
CB-1003,2024-11-18,0.0,52,142.03,35,0,False
CB-1003,2024-11-25,0.0,52,142.03,35,0,False
CB-1003,2024-12-02,0.0,52,142.03,35,0,False
CB-1003,2024-12-09,0.0,86,142.03,35,0,False
CB-1003,2024-12-16,0.0,86,142.03,35,0,False
CB-1003,2024-12-23,13.0,73,142.03,35,0,False
CB-1003,2024-12-30,0.0,73,142.03,35,0,False
CB-1003,2025-01-06,33.0,40,142.03,35,0,False
CB-1003,2025-01-13,0.0,40,142.03,35,0,False
CB-1003,2025-01-20,6.0,34,142.03,35,0,False
CB-1003,2025-01-27,0.0,34,142.03,35,0,False
CB-1003,2025-02-03,0.0,34,142.03,35,0,False
CB-1003,2025-02-10,54.0,13,142.03,35,0,False
CB-1003,2025-02-17,0.0,13,142.03,35,0,False
CB-1003,2025-02-24,0.0,13,142.03,35,0,False
CB-1003,2025-03-03,0.0,13,142.03,35,0,False
CB-1003,2025-03-10,0.0,13,142.03,35,0,False
CB-1003,2025-03-17,38.0,9,142.03,35,0,False
CB-1003,2025-03-24,0.0,43,142.03,35,0,False
CB-1003,2025-03-31,0.0,43,142.03,35,0,False
CB-1003,2025-04-07,0.0,43,142.03,35,0,False
CB-1003,2025-04-14,38.0,5,142.03,35,0,False
CB-1003,2025-04-21,53.0,0,142.03,35,1,False
CB-1003,2025-04-28,0.0,0,142.03,35,0,False
CB-1003,2025-05-05,0.0,0,142.03,35,0,False
CB-1003,2025-05-12,0.0,0,142.03,35,0,False
CB-1003,2025-05-19,0.0,34,142.03,35,0,False
CB-1003,2025-05-26,0.0,67,142.03,35,0,False
CB-1003,2025-06-02,0.0,67,142.03,35,0,False
CB-1003,2025-06-09,0.0,67,142.03,35,0,False
CB-1003,2025-06-16,0.0,67,142.03,35,0,False
CB-1003,2025-06-23,0.0,67,142.03,35,0,False
CB-1003,2025-06-30,0.0,67,142.03,35,0,False
CB-1003,2025-07-07,0.0,67,142.03,35,0,False
CB-1003,2025-07-14,49.0,18,142.03,35,0,False
CB-1003,2025-07-21,0.0,18,142.03,35,0,False
CB-1003,2025-07-28,0.0,18,142.03,35,0,False
CB-1003,2025-08-04,54.0,0,142.03,35,1,False
CB-1003,2025-08-11,0.0,0,142.03,35,0,False
CB-1003,2025-08-18,0.0,34,142.03,35,0,False
CB-1003,2025-08-25,58.0,9,142.03,35,0,False
CB-1003,2025-09-01,16.0,0,142.03,35,1,False
CB-1003,2025-09-08,0.0,0,142.03,35,0,False
CB-1003,2025-09-15,0.0,0,142.03,35,0,False
CB-1003,2025-09-22,31.0,0,142.03,35,1,False
CB-1003,2025-09-29,0.0,34,142.03,35,0,False
CB-1003,2025-10-06,0.0,67,142.03,35,0,False
CB-1003,2025-10-13,0.0,67,142.03,35,0,False
CB-1003,2025-10-20,0.0,67,142.03,35,0,False
CB-1003,2025-10-27,0.0,67,142.03,35,0,False
CB-1003,2025-11-03,0.0,67,142.03,35,0,False
CB-1003,2025-11-10,0.0,67,142.03,35,0,False
CB-1003,2025-11-17,0.0,67,142.03,35,0,False
CB-1003,2025-11-24,55.0,12,142.03,35,0,False
CB-1003,2025-12-01,0.0,12,142.03,35,0,False
CB-1003,2025-12-08,0.0,12,142.03,35,0,False
CB-1003,2025-12-15,16.0,0,142.03,35,1,False
CB-1003,2025-12-22,0.0,0,142.03,35,0,False
CB-1004,2024-01-01,119.0,308,82.44,35,0,False
CB-1004,2024-01-08,139.0,169,82.44,35,0,False
CB-1004,2024-01-15,125.0,44,82.44,35,0,False
CB-1004,2024-01-22,131.0,0,82.44,35,1,False
CB-1004,2024-01-29,137.0,0,82.44,35,1,False
CB-1004,2024-02-05,172.0,362,82.44,35,0,False
CB-1004,2024-02-12,150.0,212,82.44,35,0,False
CB-1004,2024-02-19,135.0,611,82.44,35,0,False
CB-1004,2024-02-26,157.0,454,82.44,35,0,False
CB-1004,2024-03-04,144.0,310,82.44,35,0,False
CB-1004,2024-03-11,144.0,-26,82.44,35,0,False
CB-1004,2024-03-18,162.0,4,82.44,35,0,False
CB-1004,2024-03-25,153.0,384,82.44,35,0,False
CB-1004,2024-04-01,156.0,228,82.44,35,0,False
CB-1004,2024-04-08,153.0,75,82.44,35,0,False
CB-1004,2024-04-15,157.0,0,82.44,35,1,False
CB-1004,2024-04-22,157.0,377,82.44,35,0,False
CB-1004,2024-04-29,127.0,250,82.44,35,0,False
CB-1004,2024-05-06,157.0,93,82.44,35,0,False
CB-1004,2024-05-13,136.0,491,82.44,35,0,False
CB-1004,2024-05-20,128.0,363,82.44,35,0,False
CB-1004,2024-05-27,142.0,221,82.44,35,0,False
CB-1004,2024-06-03,140.0,81,82.44,35,0,False
CB-1004,2024-06-10,129.0,485,82.44,35,0,False
CB-1004,2024-06-17,142.0,343,82.44,35,0,False
CB-1004,2024-06-24,116.0,227,82.44,35,0,False
CB-1004,2024-07-01,122.0,105,82.44,35,0,False
CB-1004,2024-07-08,117.0,522,82.44,35,0,False
CB-1004,2024-07-15,119.0,403,82.44,35,0,False
CB-1004,2024-07-22,118.0,285,82.44,35,0,False
CB-1004,2024-07-29,103.0,182,82.44,35,0,False
CB-1004,2024-08-05,116.0,600,82.44,35,0,False
CB-1004,2024-08-12,107.0,493,82.44,35,0,False
CB-1004,2024-08-19,88.0,-31,82.44,35,0,False
CB-1004,2024-08-26,86.0,319,82.44,35,0,False
CB-1004,2024-09-02,100.0,219,82.44,35,0,False
CB-1004,2024-09-09,97.0,656,82.44,35,0,False
CB-1004,2024-09-16,97.0,559,82.44,35,0,False
CB-1004,2024-09-23,97.0,462,82.44,35,0,False
CB-1004,2024-09-30,99.0,363,82.44,35,0,False
CB-1004,2024-10-07,105.0,258,82.44,35,0,False
CB-1004,2024-10-14,90.0,702,82.44,35,0,False
CB-1004,2024-10-21,91.0,611,82.44,35,0,False
CB-1004,2024-10-28,93.0,518,82.44,35,0,False
CB-1004,2024-11-04,107.0,411,82.44,35,0,False
CB-1004,2024-11-11,118.0,293,82.44,35,0,False
CB-1004,2024-11-18,106.0,187,82.44,35,0,False
CB-1004,2024-11-25,91.0,629,82.44,35,0,False
CB-1004,2024-12-02,101.0,528,82.44,35,0,False
CB-1004,2024-12-09,113.0,415,82.44,35,0,False
CB-1004,2024-12-16,120.0,295,82.44,35,0,False
CB-1004,2024-12-23,125.0,170,82.44,35,0,False
CB-1004,2024-12-30,134.0,570,82.44,35,0,False
CB-1004,2025-01-06,135.0,435,82.44,35,0,False
CB-1004,2025-01-13,154.0,281,82.44,35,0,False
CB-1004,2025-01-20,139.0,142,82.44,35,0,False
CB-1004,2025-01-27,140.0,-22,82.44,35,0,False
CB-1004,2025-02-03,160.0,376,82.44,35,0,False
CB-1004,2025-02-10,139.0,237,82.44,35,0,False
CB-1004,2025-02-17,166.0,71,82.44,35,0,False
CB-1004,2025-02-24,165.0,440,82.44,35,0,False
CB-1004,2025-03-03,165.0,275,82.44,35,0,False
CB-1004,2025-03-10,190.0,85,82.44,35,0,False
CB-1004,2025-03-17,162.0,0,82.44,35,1,False
CB-1004,2025-03-24,200.0,334,82.44,35,0,False
CB-1004,2025-03-31,169.0,165,82.44,35,0,False
CB-1004,2025-04-07,154.0,11,82.44,35,0,False
CB-1004,2025-04-14,173.0,372,82.44,35,0,False
CB-1004,2025-04-21,156.0,216,82.44,35,0,False
CB-1004,2025-04-28,159.0,57,82.44,35,0,False
CB-1004,2025-05-05,173.0,0,82.44,35,1,False
CB-1004,2025-05-12,173.0,361,82.44,35,0,False
CB-1004,2025-05-19,155.0,206,82.44,35,0,False
CB-1004,2025-05-26,172.0,34,82.44,35,0,False
CB-1004,2025-06-02,171.0,397,82.44,35,0,False
CB-1004,2025-06-09,171.0,226,82.44,35,0,False
CB-1004,2025-06-16,156.0,70,82.44,35,0,False
CB-1004,2025-06-23,161.0,0,82.44,35,1,False
CB-1004,2025-06-30,120.0,414,82.44,35,0,False
CB-1004,2025-07-07,134.0,-23,82.44,35,0,False
CB-1004,2025-07-14,124.0,156,82.44,35,0,False
CB-1004,2025-07-21,131.0,559,82.44,35,0,False
CB-1004,2025-07-28,120.0,439,82.44,35,0,False
CB-1004,2025-08-04,121.0,318,82.44,35,0,False
CB-1004,2025-08-11,137.0,181,82.44,35,0,False
CB-1004,2025-08-18,115.0,599,82.44,35,0,False
CB-1004,2025-08-25,118.0,481,82.44,35,0,False
CB-1004,2025-09-01,110.0,371,82.44,35,0,False
CB-1004,2025-09-08,111.0,260,82.44,35,0,False
CB-1004,2025-09-15,110.0,150,82.44,35,0,False
CB-1004,2025-09-22,113.0,571,82.44,35,0,False
CB-1004,2025-09-29,119.0,452,82.44,35,0,False
CB-1004,2025-10-06,124.0,328,82.44,35,0,False
CB-1004,2025-10-13,113.0,215,82.44,35,0,False
CB-1004,2025-10-20,117.0,632,82.44,35,0,False
CB-1004,2025-10-27,104.0,528,82.44,35,0,False
CB-1004,2025-11-03,116.0,412,82.44,35,0,False
CB-1004,2025-11-10,129.0,283,82.44,35,0,False
CB-1004,2025-11-17,131.0,152,82.44,35,0,False
CB-1004,2025-11-24,129.0,557,82.44,35,0,False
CB-1004,2025-12-01,140.0,417,82.44,35,0,False
CB-1004,2025-12-08,140.0,277,82.44,35,0,False
CB-1004,2025-12-15,153.0,-15,82.44,35,0,False
CB-1004,2025-12-22,148.0,510,82.44,35,0,False
CB-1005,2024-01-01,42.0,158,116.79,14,0,False
CB-1005,2024-01-08,59.0,99,116.79,14,0,False
CB-1005,2024-01-15,41.0,58,116.79,14,0,False
CB-1005,2024-01-22,52.0,253,116.79,14,0,False
CB-1005,2024-01-29,64.0,189,116.79,14,0,False
CB-1005,2024-02-05,66.0,123,116.79,14,0,False
CB-1005,2024-02-12,59.0,64,116.79,14,0,False
CB-1005,2024-02-19,63.0,248,116.79,14,0,False
CB-1005,2024-02-26,75.0,173,116.79,14,0,False
CB-1005,2024-03-04,66.0,107,116.79,14,0,False
CB-1005,2024-03-11,82.0,25,116.79,14,0,False
CB-1005,2024-03-18,70.0,201,116.79,14,0,False
CB-1005,2024-03-25,73.0,128,116.79,14,0,False
CB-1005,2024-04-01,80.0,48,116.79,14,0,False
CB-1005,2024-04-08,72.0,223,116.79,14,0,False
CB-1005,2024-04-15,65.0,158,116.79,14,0,False
CB-1005,2024-04-22,70.0,88,116.79,14,0,False
CB-1005,2024-04-29,70.0,18,116.79,14,0,False
CB-1005,2024-05-06,62.0,203,116.79,14,0,False
CB-1005,2024-05-13,67.0,136,116.79,14,0,False
CB-1005,2024-05-20,63.0,73,116.79,14,0,False
CB-1005,2024-05-27,71.0,2,116.79,14,0,False
CB-1005,2024-06-03,65.0,183,116.79,14,0,False
CB-1005,2024-06-10,62.0,121,116.79,14,0,False
CB-1005,2024-06-17,61.0,60,116.79,14,0,False
CB-1005,2024-06-24,61.0,246,116.79,14,0,False
CB-1005,2024-07-01,61.0,185,116.79,14,0,False
CB-1005,2024-07-08,52.0,133,116.79,14,0,False
CB-1005,2024-07-15,51.0,82,116.79,14,0,False
CB-1005,2024-07-22,58.0,271,116.79,14,0,False
CB-1005,2024-07-29,51.0,220,116.79,14,0,False
CB-1005,2024-08-05,45.0,175,116.79,14,0,False
CB-1005,2024-08-12,51.0,124,116.79,14,0,False
CB-1005,2024-08-19,50.0,74,116.79,14,0,False
CB-1005,2024-08-26,42.0,279,116.79,14,0,False
CB-1005,2024-09-02,47.0,232,116.79,14,0,False
CB-1005,2024-09-09,49.0,183,116.79,14,0,False
CB-1005,2024-09-16,47.0,136,116.79,14,0,False
CB-1005,2024-09-23,48.0,88,116.79,14,0,False
CB-1005,2024-09-30,40.0,48,116.79,14,0,False
CB-1005,2024-10-07,47.0,247,116.79,14,0,False
CB-1005,2024-10-14,45.0,202,116.79,14,0,False
CB-1005,2024-10-21,45.0,157,116.79,14,0,False
CB-1005,2024-10-28,51.0,106,116.79,14,0,False
CB-1005,2024-11-04,54.0,52,116.79,14,0,False
CB-1005,2024-11-11,57.0,242,116.79,14,0,False
CB-1005,2024-11-18,57.0,185,116.79,14,0,False
CB-1005,2024-11-25,52.0,133,116.79,14,0,False
CB-1005,2024-12-02,56.0,77,116.79,14,0,False
CB-1005,2024-12-09,60.0,264,116.79,14,0,False
CB-1005,2024-12-16,59.0,205,116.79,14,0,False
CB-1005,2024-12-23,61.0,144,116.79,14,0,False
CB-1005,2024-12-30,66.0,78,116.79,14,0,False
CB-1005,2025-01-06,64.0,14,116.79,14,0,False
CB-1005,2025-01-13,62.0,198,116.79,14,0,False
CB-1005,2025-01-20,66.0,132,116.79,14,0,False
CB-1005,2025-01-27,74.0,58,116.79,14,0,False
CB-1005,2025-02-03,72.0,233,116.79,14,0,False
CB-1005,2025-02-10,75.0,158,116.79,14,0,False
CB-1005,2025-02-17,79.0,79,116.79,14,0,False
CB-1005,2025-02-24,74.0,5,116.79,14,0,False
CB-1005,2025-03-03,82.0,170,116.79,14,0,False
CB-1005,2025-03-10,81.0,89,116.79,14,0,False
