sku_id,week_start_date,future_4wk_avg_demand
CB-1001,2025-09-29,0.0
CB-1001,2025-10-06,11.2
CB-1001,2025-10-13,11.2
CB-1001,2025-10-20,11.2
CB-1001,2025-10-27,13.0
CB-1001,2025-11-03,1.8
CB-1001,2025-11-10,1.8
CB-1001,2025-11-17,1.8
CB-1001,2025-11-24,0.0
CB-1001,2025-12-01,0.0
CB-1001,2025-12-08,0.0
CB-1001,2025-12-15,0.0
CB-1001,2025-12-22,0.0
CB-1002,2024-01-01,66.0
CB-1002,2024-01-08,69.0
CB-1002,2024-01-15,68.7
CB-1002,2024-01-22,57.8
CB-1002,2024-01-29,59.5
CB-1002,2024-02-05,51.5
CB-1002,2024-02-12,52.0
CB-1002,2024-02-19,54.0
CB-1002,2024-02-26,55.0
CB-1002,2024-03-04,57.0
CB-1002,2024-03-11,49.0
CB-1002,2024-03-18,62.2
CB-1002,2024-03-25,61.8
CB-1002,2024-04-01,63.2
CB-1002,2024-04-08,79.8
CB-1002,2024-04-15,72.8
CB-1002,2024-04-22,71.2
CB-1002,2024-04-29,76.2
CB-1002,2024-05-06,63.2
CB-1002,2024-05-13,67.8
CB-1002,2024-05-20,63.5
CB-1002,2024-05-27,58.5
CB-1002,2024-06-03,68.2
CB-1002,2024-06-10,58.8
CB-1002,2024-06-17,48.0
CB-1002,2024-06-24,56.8
CB-1002,2024-07-01,60.0
CB-1002,2024-07-08,62.0
CB-1002,2024-07-15,64.0
CB-1002,2024-07-22,53.0
CB-1002,2024-07-29,38.0
CB-1002,2024-08-05,37.8
CB-1002,2024-08-12,40.8
CB-1002,2024-08-19,43.2
CB-1002,2024-08-26,45.5
CB-1002,2024-09-02,39.5
CB-1002,2024-09-09,46.0
CB-1002,2024-09-16,51.0
CB-1002,2024-09-23,49.5
CB-1002,2024-09-30,54.0
CB-1002,2024-10-07,50.8
CB-1002,2024-10-14,45.8
CB-1002,2024-10-21,38.5
CB-1002,2024-10-28,41.2
CB-1002,2024-11-04,41.2
CB-1002,2024-11-11,48.0
CB-1002,2024-11-18,55.5
CB-1002,2024-11-25,64.0
CB-1002,2024-12-02,61.8
CB-1002,2024-12-09,58.2
CB-1002,2024-12-16,62.5
CB-1002,2024-12-23,52.0
CB-1002,2024-12-30,60.2
CB-1002,2025-01-06,66.0
CB-1002,2025-01-13,64.5
CB-1002,2025-01-20,61.0
CB-1002,2025-01-27,61.8
CB-1002,2025-02-03,51.2
CB-1002,2025-02-10,52.5
CB-1002,2025-02-17,63.5
CB-1002,2025-02-24,53.8
CB-1002,2025-03-03,49.8
CB-1002,2025-03-10,56.2
CB-1002,2025-03-17,54.0
CB-1002,2025-03-24,48.5
CB-1002,2025-03-31,65.0
CB-1002,2025-04-07,63.8
CB-1002,2025-04-14,62.5
CB-1002,2025-04-21,70.8
CB-1002,2025-04-28,70.5
CB-1002,2025-05-05,70.2
CB-1002,2025-05-12,89.5
CB-1002,2025-05-19,100.0
CB-1002,2025-05-26,95.5
CB-1002,2025-06-02,90.8
CB-1002,2025-06-09,78.5
CB-1002,2025-06-16,77.8
CB-1002,2025-06-23,80.8
CB-1002,2025-06-30,77.2
CB-1002,2025-07-07,68.5
CB-1002,2025-07-14,60.8
CB-1002,2025-07-21,56.0
CB-1002,2025-07-28,64.2
CB-1002,2025-08-04,62.8
CB-1002,2025-08-11,61.8
CB-1002,2025-08-18,57.8
CB-1002,2025-08-25,48.2
CB-1002,2025-09-01,53.5
CB-1002,2025-09-08,44.8
CB-1002,2025-09-15,39.2
CB-1002,2025-09-22,36.8
CB-1002,2025-09-29,22.5
CB-1002,2025-10-06,28.2
CB-1002,2025-10-13,28.0
CB-1002,2025-10-20,31.0
CB-1002,2025-10-27,47.0
CB-1002,2025-11-03,51.0
CB-1002,2025-11-10,51.2
CB-1002,2025-11-17,53.2
CB-1002,2025-11-24,55.2
CB-1002,2025-12-01,53.0
CB-1002,2025-12-08,55.0
CB-1002,2025-12-15,60.5
CB-1002,2025-12-22,53.7
CB-1003,2024-01-01,0.0
CB-1003,2024-01-08,16.5
CB-1003,2024-01-15,11.0
CB-1003,2024-01-22,8.2
CB-1003,2024-01-29,8.2
CB-1003,2024-02-05,0.0
CB-1003,2024-02-12,0.0
CB-1003,2024-02-19,0.0
CB-1003,2024-02-26,0.0
CB-1003,2024-03-04,0.0
CB-1003,2024-03-11,0.0
CB-1003,2024-03-18,0.0
CB-1003,2024-03-25,5.8
CB-1003,2024-04-01,5.8
CB-1003,2024-04-08,13.2
CB-1003,2024-04-15,13.2
CB-1003,2024-04-22,9.5
CB-1003,2024-04-29,23.5
CB-1003,2024-05-06,19.8
CB-1003,2024-05-13,22.5
CB-1003,2024-05-20,20.5
CB-1003,2024-05-27,6.5
CB-1003,2024-06-03,2.8
CB-1003,2024-06-10,0.0
CB-1003,2024-06-17,0.0
CB-1003,2024-06-24,13.0
CB-1003,2024-07-01,13.0
CB-1003,2024-07-08,25.0
CB-1003,2024-07-15,25.0
CB-1003,2024-07-22,12.0
CB-1003,2024-07-29,12.0
CB-1003,2024-08-05,0.0
CB-1003,2024-08-12,0.0
CB-1003,2024-08-19,0.0
CB-1003,2024-08-26,0.0
CB-1003,2024-09-02,0.0
CB-1003,2024-09-09,0.0
CB-1003,2024-09-16,0.0
CB-1003,2024-09-23,0.0
CB-1003,2024-09-30,7.0
CB-1003,2024-10-07,7.0
CB-1003,2024-10-14,8.8
CB-1003,2024-10-21,8.8
CB-1003,2024-10-28,5.2
CB-1003,2024-11-04,5.2
CB-1003,2024-11-11,3.5
CB-1003,2024-11-18,3.5
CB-1003,2024-11-25,0.0
CB-1003,2024-12-02,0.0
CB-1003,2024-12-09,0.0
CB-1003,2024-12-16,3.2
CB-1003,2024-12-23,3.2
CB-1003,2024-12-30,11.5
CB-1003,2025-01-06,11.5
CB-1003,2025-01-13,9.8
CB-1003,2025-01-20,9.8
CB-1003,2025-01-27,1.5
CB-1003,2025-02-03,15.0
CB-1003,2025-02-10,13.5
CB-1003,2025-02-17,13.5
CB-1003,2025-02-24,13.5
CB-1003,2025-03-03,0.0
CB-1003,2025-03-10,9.5
CB-1003,2025-03-17,9.5
CB-1003,2025-03-24,9.5
CB-1003,2025-03-31,9.5
CB-1003,2025-04-07,9.5
CB-1003,2025-04-14,22.8
CB-1003,2025-04-21,22.8
CB-1003,2025-04-28,22.8
CB-1003,2025-05-05,13.2
CB-1003,2025-05-12,0.0
CB-1003,2025-05-19,0.0
CB-1003,2025-05-26,0.0
CB-1003,2025-06-02,0.0
CB-1003,2025-06-09,0.0
CB-1003,2025-06-16,0.0
CB-1003,2025-06-23,0.0
CB-1003,2025-06-30,0.0
CB-1003,2025-07-07,12.2
CB-1003,2025-07-14,12.2
CB-1003,2025-07-21,12.2
CB-1003,2025-07-28,25.8
CB-1003,2025-08-04,13.5
CB-1003,2025-08-11,13.5
CB-1003,2025-08-18,28.0
CB-1003,2025-08-25,18.5
CB-1003,2025-09-01,18.5
CB-1003,2025-09-08,18.5
CB-1003,2025-09-15,11.8
CB-1003,2025-09-22,7.8
CB-1003,2025-09-29,7.8
CB-1003,2025-10-06,7.8
CB-1003,2025-10-13,0.0
CB-1003,2025-10-20,0.0
CB-1003,2025-10-27,0.0
CB-1003,2025-11-03,0.0
CB-1003,2025-11-10,0.0
CB-1003,2025-11-17,13.8
CB-1003,2025-11-24,13.8
CB-1003,2025-12-01,13.8
CB-1003,2025-12-08,17.8
CB-1003,2025-12-15,4.0
CB-1003,2025-12-22,5.3
CB-1004,2024-01-01,139.0
CB-1004,2024-01-08,132.0
CB-1004,2024-01-15,131.7
CB-1004,2024-01-22,133.0
CB-1004,2024-01-29,141.2
CB-1004,2024-02-05,147.5
CB-1004,2024-02-12,148.5
CB-1004,2024-02-19,153.5
CB-1004,2024-02-26,146.5
CB-1004,2024-03-04,145.0
CB-1004,2024-03-11,151.8
CB-1004,2024-03-18,150.8
CB-1004,2024-03-25,153.8
CB-1004,2024-04-01,156.0
CB-1004,2024-04-08,154.8
CB-1004,2024-04-15,155.8
CB-1004,2024-04-22,148.5
CB-1004,2024-04-29,149.5
CB-1004,2024-05-06,144.2
CB-1004,2024-05-13,137.0
CB-1004,2024-05-20,140.8
CB-1004,2024-05-27,136.5
CB-1004,2024-06-03,134.8
CB-1004,2024-06-10,138.2
CB-1004,2024-06-17,131.8
CB-1004,2024-06-24,127.2
CB-1004,2024-07-01,124.2
CB-1004,2024-07-08,118.5
CB-1004,2024-07-15,119.0
CB-1004,2024-07-22,114.2
CB-1004,2024-07-29,114.0
CB-1004,2024-08-05,111.0
CB-1004,2024-08-12,103.5
CB-1004,2024-08-19,99.2
CB-1004,2024-08-26,95.2
CB-1004,2024-09-02,92.8
CB-1004,2024-09-09,95.0
CB-1004,2024-09-16,97.8
CB-1004,2024-09-23,97.5
CB-1004,2024-09-30,99.5
CB-1004,2024-10-07,97.8
CB-1004,2024-10-14,96.2
CB-1004,2024-10-21,94.8
CB-1004,2024-10-28,95.2
CB-1004,2024-11-04,102.2
CB-1004,2024-11-11,106.0
CB-1004,2024-11-18,105.5
CB-1004,2024-11-25,104.0
CB-1004,2024-12-02,102.8
CB-1004,2024-12-09,106.2
CB-1004,2024-12-16,114.8
CB-1004,2024-12-23,123.0
CB-1004,2024-12-30,128.5
CB-1004,2025-01-06,137.0
CB-1004,2025-01-13,140.5
CB-1004,2025-01-20,142.0
CB-1004,2025-01-27,148.2
CB-1004,2025-02-03,144.5
CB-1004,2025-02-10,151.2
CB-1004,2025-02-17,157.5
CB-1004,2025-02-24,158.8
CB-1004,2025-03-03,171.5
CB-1004,2025-03-10,170.5
CB-1004,2025-03-17,179.2
CB-1004,2025-03-24,180.2
CB-1004,2025-03-31,171.2
CB-1004,2025-04-07,174.0
CB-1004,2025-04-14,163.0
CB-1004,2025-04-21,160.5
CB-1004,2025-04-28,165.2
CB-1004,2025-05-05,165.2
CB-1004,2025-05-12,165.0
CB-1004,2025-05-19,168.2
CB-1004,2025-05-26,167.8
CB-1004,2025-06-02,167.2
CB-1004,2025-06-09,167.5
CB-1004,2025-06-16,164.8
CB-1004,2025-06-23,152.0
CB-1004,2025-06-30,142.8
CB-1004,2025-07-07,134.8
CB-1004,2025-07-14,127.2
CB-1004,2025-07-21,127.2
CB-1004,2025-07-28,124.0
CB-1004,2025-08-04,127.2
CB-1004,2025-08-11,123.2
CB-1004,2025-08-18,122.8
CB-1004,2025-08-25,120.0
CB-1004,2025-09-01,113.5
CB-1004,2025-09-08,112.2
CB-1004,2025-09-15,111.0
CB-1004,2025-09-22,113.2
CB-1004,2025-09-29,116.5
CB-1004,2025-10-06,117.2
CB-1004,2025-10-13,118.2
CB-1004,2025-10-20,114.5
CB-1004,2025-10-27,112.5
CB-1004,2025-11-03,116.5
CB-1004,2025-11-10,120.0
CB-1004,2025-11-17,126.2
CB-1004,2025-11-24,132.2
CB-1004,2025-12-01,135.0
CB-1004,2025-12-08,140.5
CB-1004,2025-12-15,145.2
CB-1004,2025-12-22,147.0
CB-1005,2024-01-01,59.0
CB-1005,2024-01-08,50.0
CB-1005,2024-01-15,50.7
CB-1005,2024-01-22,54.0
CB-1005,2024-01-29,55.8
CB-1005,2024-02-05,60.2
CB-1005,2024-02-12,63.0
CB-1005,2024-02-19,65.8
CB-1005,2024-02-26,65.8
CB-1005,2024-03-04,71.5
CB-1005,2024-03-11,73.2
CB-1005,2024-03-18,72.8
CB-1005,2024-03-25,76.2
CB-1005,2024-04-01,73.8
CB-1005,2024-04-08,72.5
CB-1005,2024-04-15,71.8
CB-1005,2024-04-22,69.2
CB-1005,2024-04-29,66.8
CB-1005,2024-05-06,67.2
CB-1005,2024-05-13,65.5
CB-1005,2024-05-20,65.8
CB-1005,2024-05-27,66.5
CB-1005,2024-06-03,65.2
CB-1005,2024-06-10,64.8
CB-1005,2024-06-17,62.2
CB-1005,2024-06-24,61.2
CB-1005,2024-07-01,58.8
CB-1005,2024-07-08,56.2
CB-1005,2024-07-15,55.5
CB-1005,2024-07-22,53.0
CB-1005,2024-07-29,51.2
CB-1005,2024-08-05,51.2
CB-1005,2024-08-12,49.2
CB-1005,2024-08-19,47.0
CB-1005,2024-08-26,47.5
CB-1005,2024-09-02,47.0
CB-1005,2024-09-09,46.2
CB-1005,2024-09-16,47.8
CB-1005,2024-09-23,46.0
CB-1005,2024-09-30,45.5
CB-1005,2024-10-07,45.0
CB-1005,2024-10-14,44.2
CB-1005,2024-10-21,47.0
CB-1005,2024-10-28,48.8
CB-1005,2024-11-04,51.8
CB-1005,2024-11-11,54.8
CB-1005,2024-11-18,55.0
CB-1005,2024-11-25,55.5
CB-1005,2024-12-02,56.2
CB-1005,2024-12-09,56.8
CB-1005,2024-12-16,59.0
CB-1005,2024-12-23,61.5
CB-1005,2024-12-30,62.5
CB-1005,2025-01-06,63.2
CB-1005,2025-01-13,64.5
CB-1005,2025-01-20,66.5
CB-1005,2025-01-27,68.5
CB-1005,2025-02-03,71.8
CB-1005,2025-02-10,75.0
CB-1005,2025-02-17,75.0
CB-1005,2025-02-24,77.5
CB-1005,2025-03-03,79.0
CB-1005,2025-03-10,77.0
CB-1005,2025-03-17,80.8
CB-1005,2025-03-24,79.5
CB-1005,2025-03-31,76.5
CB-1005,2025-04-07,77.0
CB-1005,2025-04-14,73.0
CB-1005,2025-04-21,73.5
CB-1005,2025-04-28,75.2
CB-1005,2025-05-05,75.8
CB-1005,2025-05-12,77.2
CB-1005,2025-05-19,76.5
CB-1005,2025-05-26,76.2
CB-1005,2025-06-02,75.8
CB-1005,2025-06-09,74.2
CB-1005,2025-06-16,69.2
CB-1005,2025-06-23,66.5
CB-1005,2025-06-30,61.5
CB-1005,2025-07-07,58.8
CB-1005,2025-07-14,59.8
CB-1005,2025-07-21,59.5
CB-1005,2025-07-28,61.8
CB-1005,2025-08-04,60.2
CB-1005,2025-08-11,58.2
CB-1005,2025-08-18,56.2
CB-1005,2025-08-25,53.2
CB-1005,2025-09-01,52.0
CB-1005,2025-09-08,52.8
CB-1005,2025-09-15,51.0
CB-1005,2025-09-22,52.0
CB-1005,2025-09-29,52.8
CB-1005,2025-10-06,50.8
CB-1005,2025-10-13,52.8
CB-1005,2025-10-20,53.2
CB-1005,2025-10-27,53.5
CB-1005,2025-11-03,54.8
CB-1005,2025-11-10,54.0
CB-1005,2025-11-17,54.0
CB-1005,2025-11-24,56.0
CB-1005,2025-12-01,57.5
CB-1005,2025-12-08,61.0
CB-1005,2025-12-15,62.0
CB-1005,2025-12-22,61.7
CB-1006,2024-01-01,0.0
CB-1006,2024-01-08,20.0
CB-1006,2024-01-15,19.7
CB-1006,2024-01-22,14.8
CB-1006,2024-01-29,14.8
CB-1006,2024-02-05,17.2
CB-1006,2024-02-12,12.5
CB-1006,2024-02-19,13.8
CB-1006,2024-02-26,13.8
CB-1006,2024-03-04,1.2
CB-1006,2024-03-11,1.2
CB-1006,2024-03-18,12.0
CB-1006,2024-03-25,18.5
CB-1006,2024-04-01,18.5
CB-1006,2024-04-08,21.8
CB-1006,2024-04-15,9.8
CB-1006,2024-04-22,3.2
CB-1006,2024-04-29,3.2
CB-1006,2024-05-06,0.0
CB-1006,2024-05-13,3.2
CB-1006,2024-05-20,3.2
CB-1006,2024-05-27,16.8
CB-1006,2024-06-03,16.8
CB-1006,2024-06-10,26.2
CB-1006,2024-06-17,33.2
CB-1006,2024-06-24,19.8
CB-1006,2024-07-01,19.8
CB-1006,2024-07-08,7.0
CB-1006,2024-07-15,0.0
CB-1006,2024-07-22,0.0
CB-1006,2024-07-29,0.0
CB-1006,2024-08-05,0.0
CB-1006,2024-08-12,11.2
CB-1006,2024-08-19,11.2
CB-1006,2024-08-26,11.2
CB-1006,2024-09-02,11.2
CB-1006,2024-09-09,0.0
CB-1006,2024-09-16,10.5
CB-1006,2024-09-23,10.5
CB-1006,2024-09-30,10.5
CB-1006,2024-10-07,10.5
CB-1006,2024-10-14,0.0
CB-1006,2024-10-21,0.0
CB-1006,2024-10-28,0.0
CB-1006,2024-11-04,0.0
CB-1006,2024-11-11,0.0
CB-1006,2024-11-18,0.0
CB-1006,2024-11-25,0.0
CB-1006,2024-12-02,13.2
CB-1006,2024-12-09,16.5
CB-1006,2024-12-16,16.5
CB-1006,2024-12-23,18.5
CB-1006,2024-12-30,12.5
CB-1006,2025-01-06,9.2
CB-1006,2025-01-13,19.5
CB-1006,2025-01-20,17.5
CB-1006,2025-01-27,13.5
CB-1006,2025-02-03,13.5
CB-1006,2025-02-10,3.2
CB-1006,2025-02-17,3.2
CB-1006,2025-02-24,0.0
CB-1006,2025-03-03,6.8
CB-1006,2025-03-10,6.8
CB-1006,2025-03-17,18.2
CB-1006,2025-03-24,18.2
CB-1006,2025-03-31,11.5
CB-1006,2025-04-07,11.5
CB-1006,2025-04-14,0.0
CB-1006,2025-04-21,4.0
CB-1006,2025-04-28,4.0
CB-1006,2025-05-05,6.5
CB-1006,2025-05-12,10.2
CB-1006,2025-05-19,6.2
CB-1006,2025-05-26,6.2
CB-1006,2025-06-02,3.8
CB-1006,2025-06-09,10.2
CB-1006,2025-06-16,10.2
CB-1006,2025-06-23,10.2
CB-1006,2025-06-30,10.2
CB-1006,2025-07-07,0.0
CB-1006,2025-07-14,0.0
CB-1006,2025-07-21,4.2
CB-1006,2025-07-28,4.2
CB-1006,2025-08-04,15.5
CB-1006,2025-08-11,15.5
CB-1006,2025-08-18,11.2
CB-1006,2025-08-25,11.2
CB-1006,2025-09-01,0.0
CB-1006,2025-09-08,2.0
CB-1006,2025-09-15,2.0
CB-1006,2025-09-22,2.0
CB-1006,2025-09-29,9.0
CB-1006,2025-10-06,7.0
CB-1006,2025-10-13,7.0
CB-1006,2025-10-20,7.0
CB-1006,2025-10-27,0.0
CB-1006,2025-11-03,8.5
CB-1006,2025-11-10,8.5
CB-1006,2025-11-17,8.5
CB-1006,2025-11-24,8.5
CB-1006,2025-12-01,1.2
CB-1006,2025-12-08,14.8
CB-1006,2025-12-15,14.8
CB-1006,2025-12-22,19.7
CB-1007,2024-01-01,124.0
CB-1007,2024-01-08,120.0
CB-1007,2024-01-15,123.0
CB-1007,2024-01-22,128.5
CB-1007,2024-01-29,134.8
CB-1007,2024-02-05,135.5
CB-1007,2024-02-12,134.2
CB-1007,2024-02-19,136.2
CB-1007,2024-02-26,130.8
CB-1007,2024-03-04,132.5
CB-1007,2024-03-11,135.5
CB-1007,2024-03-18,134.2
CB-1007,2024-03-25,138.0
CB-1007,2024-04-01,140.5
CB-1007,2024-04-08,140.5
CB-1007,2024-04-15,137.2
CB-1007,2024-04-22,134.8
CB-1007,2024-04-29,142.2
CB-1007,2024-05-06,143.8
CB-1007,2024-05-13,146.5
CB-1007,2024-05-20,145.5
CB-1007,2024-05-27,136.2
CB-1007,2024-06-03,131.0
CB-1007,2024-06-10,119.0
CB-1007,2024-06-17,114.0
CB-1007,2024-06-24,107.0
CB-1007,2024-07-01,100.2
CB-1007,2024-07-08,101.0
CB-1007,2024-07-15,104.0
CB-1007,2024-07-22,105.0
CB-1007,2024-07-29,109.8
CB-1007,2024-08-05,110.5
CB-1007,2024-08-12,106.5
CB-1007,2024-08-19,102.5
CB-1007,2024-08-26,98.8
CB-1007,2024-09-02,97.2
CB-1007,2024-09-09,93.2
CB-1007,2024-09-16,95.0
CB-1007,2024-09-23,94.5
CB-1007,2024-09-30,92.0
CB-1007,2024-10-07,91.2
CB-1007,2024-10-14,88.5
CB-1007,2024-10-21,88.8
CB-1007,2024-10-28,92.0
CB-1007,2024-11-04,94.2
CB-1007,2024-11-11,99.0
CB-1007,2024-11-18,102.8
CB-1007,2024-11-25,106.5
CB-1007,2024-12-02,115.0
CB-1007,2024-12-09,121.5
CB-1007,2024-12-16,121.5
CB-1007,2024-12-23,128.2
CB-1007,2024-12-30,127.2
CB-1007,2025-01-06,131.0
CB-1007,2025-01-13,137.5
CB-1007,2025-01-20,136.0
CB-1007,2025-01-27,136.0
CB-1007,2025-02-03,136.2
CB-1007,2025-02-10,135.0
CB-1007,2025-02-17,142.2
CB-1007,2025-02-24,155.2
CB-1007,2025-03-03,155.8
CB-1007,2025-03-10,163.5
CB-1007,2025-03-17,160.0
CB-1007,2025-03-24,154.2
CB-1007,2025-03-31,160.2
CB-1007,2025-04-07,159.5
CB-1007,2025-04-14,167.2
CB-1007,2025-04-21,167.2
CB-1007,2025-04-28,166.8
CB-1007,2025-05-05,165.8
CB-1007,2025-05-12,160.8
CB-1007,2025-05-19,158.8
CB-1007,2025-05-26,153.0
CB-1007,2025-06-02,149.2
CB-1007,2025-06-09,141.2
CB-1007,2025-06-16,141.0
CB-1007,2025-06-23,139.2
CB-1007,2025-06-30,137.5
CB-1007,2025-07-07,140.0
CB-1007,2025-07-14,138.0
CB-1007,2025-07-21,131.8
CB-1007,2025-07-28,127.8
CB-1007,2025-08-04,119.2
CB-1007,2025-08-11,112.8
CB-1007,2025-08-18,109.5
CB-1007,2025-08-25,109.5
CB-1007,2025-09-01,109.5
CB-1007,2025-09-08,107.2
CB-1007,2025-09-15,109.8
CB-1007,2025-09-22,101.2
CB-1007,2025-09-29,96.0
CB-1007,2025-10-06,98.2
CB-1007,2025-10-13,96.8
CB-1007,2025-10-20,102.8
CB-1007,2025-10-27,105.8
CB-1007,2025-11-03,106.2
CB-1007,2025-11-10,113.2
CB-1007,2025-11-17,117.8
CB-1007,2025-11-24,124.5
CB-1007,2025-12-01,127.0
CB-1007,2025-12-08,125.2
CB-1007,2025-12-15,121.8
CB-1007,2025-12-22,120.7
CB-1008,2024-01-01,0.0
CB-1008,2024-01-08,19.0
CB-1008,2024-01-15,12.7
CB-1008,2024-01-22,9.5
CB-1008,2024-01-29,22.0
CB-1008,2024-02-05,12.5
CB-1008,2024-02-12,12.5
CB-1008,2024-02-19,12.5
CB-1008,2024-02-26,0.0
CB-1008,2024-03-04,0.0
CB-1008,2024-03-11,0.0
CB-1008,2024-03-18,0.0
CB-1008,2024-03-25,12.2
CB-1008,2024-04-01,12.2
CB-1008,2024-04-08,17.8
CB-1008,2024-04-15,17.8
CB-1008,2024-04-22,14.0
CB-1008,2024-04-29,14.0
CB-1008,2024-05-06,8.5
CB-1008,2024-05-13,19.0
CB-1008,2024-05-20,10.5
CB-1008,2024-05-27,10.5
CB-1008,2024-06-03,18.0
CB-1008,2024-06-10,7.5
CB-1008,2024-06-17,10.8
CB-1008,2024-06-24,16.8
CB-1008,2024-07-01,23.5
CB-1008,2024-07-08,23.5
CB-1008,2024-07-15,20.2
CB-1008,2024-07-22,14.2
CB-1008,2024-07-29,10.2
CB-1008,2024-08-05,10.2
CB-1008,2024-08-12,10.2
CB-1008,2024-08-19,10.2
CB-1008,2024-08-26,0.0
CB-1008,2024-09-02,8.5
CB-1008,2024-09-09,8.5
CB-1008,2024-09-16,8.5
CB-1008,2024-09-23,19.5
CB-1008,2024-09-30,24.8
CB-1008,2024-10-07,38.8
CB-1008,2024-10-14,38.8
CB-1008,2024-10-21,29.8
CB-1008,2024-10-28,16.0
CB-1008,2024-11-04,10.5
CB-1008,2024-11-11,10.5
CB-1008,2024-11-18,8.5
CB-1008,2024-11-25,8.5
CB-1008,2024-12-02,0.0
CB-1008,2024-12-09,14.5
CB-1008,2024-12-16,18.2
CB-1008,2024-12-23,32.8
CB-1008,2024-12-30,46.0
CB-1008,2025-01-06,31.5
CB-1008,2025-01-13,27.8
CB-1008,2025-01-20,13.2
CB-1008,2025-01-27,0.0
CB-1008,2025-02-03,0.0
CB-1008,2025-02-10,12.2
CB-1008,2025-02-17,12.2
CB-1008,2025-02-24,12.2
CB-1008,2025-03-03,12.2
CB-1008,2025-03-10,0.0
CB-1008,2025-03-17,0.0
CB-1008,2025-03-24,0.0
CB-1008,2025-03-31,0.0
CB-1008,2025-04-07,0.0
CB-1008,2025-04-14,0.0
CB-1008,2025-04-21,0.0
CB-1008,2025-04-28,2.2
CB-1008,2025-05-05,2.2
CB-1008,2025-05-12,2.2
CB-1008,2025-05-19,2.2
CB-1008,2025-05-26,0.0
CB-1008,2025-06-02,3.5
CB-1008,2025-06-09,18.2
CB-1008,2025-06-16,26.5
CB-1008,2025-06-23,26.5
CB-1008,2025-06-30,23.0
CB-1008,2025-07-07,10.2
CB-1008,2025-07-14,4.0
CB-1008,2025-07-21,13.0
CB-1008,2025-07-28,13.0
CB-1008,2025-08-04,11.0
CB-1008,2025-08-11,9.0
CB-1008,2025-08-18,12.2
CB-1008,2025-08-25,12.2
CB-1008,2025-09-01,12.2
CB-1008,2025-09-08,12.2
CB-1008,2025-09-15,0.0
CB-1008,2025-09-22,4.2
CB-1008,2025-09-29,4.2
