sku_id,date,week_start_date,product_family,demand_qty,unit_cost,on_hand_qty,supplier_id,lead_time_days,stockout_flag
CB-1001,2024-10-28,2024-10-28,Trip Unit,32.0,154.9,0,SUP-101,28,1
CB-1001,2024-11-04,2024-11-04,Trip Unit,0.0,154.9,22,SUP-101,28,0
CB-1001,2024-11-11,2024-11-11,Trip Unit,0.0,154.9,22,SUP-101,28,0
CB-1001,2024-11-18,2024-11-18,Trip Unit,18.0,154.9,4,SUP-101,28,0
CB-1001,2024-11-25,2024-11-25,Trip Unit,0.0,154.9,27,SUP-101,28,0
CB-1001,2024-12-02,2024-12-02,Trip Unit,0.0,154.9,27,SUP-101,28,0
CB-1001,2024-12-09,2024-12-09,Trip Unit,0.0,154.9,27,SUP-101,28,0
CB-1001,2024-12-16,2024-12-16,Trip Unit,0.0,154.9,49,SUP-101,28,0
CB-1001,2024-12-23,2024-12-23,Trip Unit,0.0,154.9,49,SUP-101,28,0
CB-1001,2024-12-30,2024-12-30,Trip Unit,25.0,154.9,24,SUP-101,28,0
CB-1001,2025-01-06,2025-01-06,Trip Unit,0.0,154.9,24,SUP-101,28,0
CB-1001,2025-01-13,2025-01-13,Trip Unit,0.0,154.9,24,SUP-101,28,0
CB-1001,2025-01-20,2025-01-20,Trip Unit,0.0,154.9,24,SUP-101,28,0
CB-1001,2025-01-27,2025-01-27,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-02-03,2025-02-03,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-02-10,2025-02-10,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-02-17,2025-02-17,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-02-24,2025-02-24,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-03-03,2025-03-03,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-03-10,2025-03-10,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-03-17,2025-03-17,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-03-24,2025-03-24,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-03-31,2025-03-31,Trip Unit,0.0,154.9,46,SUP-101,28,0
CB-1001,2025-04-07,2025-04-07,Trip Unit,27.0,154.9,19,SUP-101,28,0
CB-1001,2025-04-14,2025-04-14,Trip Unit,0.0,154.9,19,SUP-101,28,0
CB-1001,2025-04-21,2025-04-21,Trip Unit,0.0,154.9,19,SUP-101,28,0
CB-1001,2025-04-28,2025-04-28,Trip Unit,24.0,154.9,0,SUP-101,28,1
CB-1001,2025-05-05,2025-05-05,Trip Unit,6.0,154.9,16,SUP-101,28,0
CB-1001,2025-05-12,2025-05-12,Trip Unit,0.0,154.9,16,SUP-101,28,0
CB-1001,2025-05-19,2025-05-19,Trip Unit,0.0,154.9,16,SUP-101,28,0
CB-1001,2025-05-26,2025-05-26,Trip Unit,0.0,154.9,39,SUP-101,28,0
CB-1001,2025-06-02,2025-06-02,Trip Unit,0.0,154.9,39,SUP-101,28,0
CB-1001,2025-06-09,2025-06-09,Trip Unit,20.0,154.9,19,SUP-101,28,0
CB-1001,2025-06-16,2025-06-16,Trip Unit,0.0,154.9,19,SUP-101,28,0
CB-1001,2025-06-23,2025-06-23,Trip Unit,0.0,154.9,19,SUP-101,28,0
CB-1001,2025-06-30,2025-06-30,Trip Unit,0.0,154.9,19,SUP-101,28,0
CB-1001,2025-07-07,2025-07-07,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-07-14,2025-07-14,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-07-21,2025-07-21,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-07-28,2025-07-28,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-08-04,2025-08-04,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-08-11,2025-08-11,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-08-18,2025-08-18,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-08-25,2025-08-25,Trip Unit,0.0,154.9,41,SUP-101,28,0
CB-1001,2025-09-01,2025-09-01,Trip Unit,45.0,154.9,0,SUP-101,28,1
CB-1001,2025-09-08,2025-09-08,Trip Unit,0.0,154.9,0,SUP-101,28,0
CB-1001,2025-09-15,2025-09-15,Trip Unit,0.0,154.9,0,SUP-101,28,0
CB-1001,2025-09-22,2025-09-22,Trip Unit,0.0,154.9,0,SUP-101,28,0
CB-1001,2025-09-29,2025-09-29,Trip Unit,0.0,154.9,22,SUP-101,28,0
CB-1001,2025-10-06,2025-10-06,Trip Unit,0.0,154.9,45,SUP-101,28,0
CB-1001,2025-10-13,2025-10-13,Trip Unit,45.0,154.9,0,SUP-101,28,1
CB-1001,2025-10-20,2025-10-20,Trip Unit,0.0,154.9,0,SUP-101,28,0
CB-1001,2025-10-27,2025-10-27,Trip Unit,0.0,154.9,0,SUP-101,28,0
CB-1001,2025-11-03,2025-11-03,Trip Unit,7.0,154.9,0,SUP-101,28,1
CB-1001,2025-11-10,2025-11-10,Trip Unit,0.0,154.9,22,SUP-101,28,0
CB-1001,2025-11-17,2025-11-17,Trip Unit,0.0,154.9,45,SUP-101,28,0
CB-1001,2025-11-24,2025-11-24,Trip Unit,0.0,154.9,45,SUP-101,28,0
CB-1001,2025-12-01,2025-12-01,Trip Unit,0.0,154.9,45,SUP-101,28,0
CB-1001,2025-12-08,2025-12-08,Trip Unit,0.0,154.9,45,SUP-101,28,0
CB-1001,2025-12-15,2025-12-15,Trip Unit,0.0,154.9,45,SUP-101,28,0
CB-1001,2025-12-22,2025-12-22,Trip Unit,0.0,154.9,45,SUP-101,28,0
CB-1002,2024-01-01,2024-01-01,Terminal Block,41.0,19.22,120,SUP-102,21,0
CB-1002,2024-01-08,2024-01-08,Terminal Block,66.0,19.22,54,SUP-102,21,0
CB-1002,2024-01-15,2024-01-15,Terminal Block,72.0,19.22,0,SUP-102,21,1
CB-1002,2024-01-22,2024-01-22,Terminal Block,68.0,19.22,163,SUP-102,21,0
CB-1002,2024-01-29,2024-01-29,Terminal Block,25.0,19.22,138,SUP-102,21,0
CB-1002,2024-02-05,2024-02-05,Terminal Block,73.0,19.22,65,SUP-102,21,0
CB-1002,2024-02-12,2024-02-12,Terminal Block,40.0,19.22,255,SUP-102,21,0
CB-1002,2024-02-19,2024-02-19,Terminal Block,70.0,19.22,185,SUP-102,21,0
CB-1002,2024-02-26,2024-02-26,Terminal Block,33.0,19.22,152,SUP-102,21,0
CB-1002,2024-03-04,2024-03-04,Terminal Block,77.0,19.22,75,SUP-102,21,0
CB-1002,2024-03-11,2024-03-11,Terminal Block,48.0,19.22,258,SUP-102,21,0
CB-1002,2024-03-18,2024-03-18,Terminal Block,38.0,19.22,220,SUP-102,21,0
CB-1002,2024-03-25,2024-03-25,Terminal Block,86.0,19.22,134,SUP-102,21,0
CB-1002,2024-04-01,2024-04-01,Terminal Block,75.0,19.22,59,SUP-102,21,0
CB-1002,2024-04-08,2024-04-08,Terminal Block,54.0,19.22,5,SUP-102,21,0
CB-1002,2024-04-15,2024-04-15,Terminal Block,104.0,19.22,132,SUP-102,21,0
CB-1002,2024-04-22,2024-04-22,Terminal Block,58.0,19.22,74,SUP-102,21,0
CB-1002,2024-04-29,2024-04-29,Terminal Block,69.0,19.22,5,SUP-102,21,0
CB-1002,2024-05-06,2024-05-06,Terminal Block,74.0,19.22,161,SUP-102,21,0
CB-1002,2024-05-13,2024-05-13,Terminal Block,52.0,19.22,109,SUP-102,21,0
CB-1002,2024-05-20,2024-05-20,Terminal Block,76.0,19.22,33,SUP-102,21,0
CB-1002,2024-05-27,2024-05-27,Terminal Block,52.0,19.22,212,SUP-102,21,0
CB-1002,2024-06-03,2024-06-03,Terminal Block,54.0,19.22,158,SUP-102,21,0
CB-1002,2024-06-10,2024-06-10,Terminal Block,91.0,19.22,67,SUP-102,21,0
CB-1002,2024-06-17,2024-06-17,Terminal Block,38.0,19.22,29,SUP-102,21,0
CB-1002,2024-06-24,2024-06-24,Terminal Block,9.0,19.22,251,SUP-102,21,0
CB-1002,2024-07-01,2024-07-01,Terminal Block,89.0,19.22,162,SUP-102,21,0
CB-1002,2024-07-08,2024-07-08,Terminal Block,104.0,19.22,58,SUP-102,21,0
CB-1002,2024-07-15,2024-07-15,Terminal Block,46.0,19.22,12,SUP-102,21,0
CB-1002,2024-07-22,2024-07-22,Terminal Block,17.0,19.22,225,SUP-102,21,0
CB-1002,2024-07-29,2024-07-29,Terminal Block,45.0,19.22,180,SUP-102,21,0
CB-1002,2024-08-05,2024-08-05,Terminal Block,44.0,19.22,136,SUP-102,21,0
CB-1002,2024-08-12,2024-08-12,Terminal Block,45.0,19.22,91,SUP-102,21,0
CB-1002,2024-08-19,2024-08-19,Terminal Block,29.0,19.22,293,SUP-102,21,0
CB-1002,2024-08-26,2024-08-26,Terminal Block,55.0,19.22,238,SUP-102,21,0
CB-1002,2024-09-02,2024-09-02,Terminal Block,53.0,19.22,185,SUP-102,21,0
CB-1002,2024-09-09,2024-09-09,Terminal Block,21.0,19.22,164,SUP-102,21,0
CB-1002,2024-09-16,2024-09-16,Terminal Block,55.0,19.22,109,SUP-102,21,0
CB-1002,2024-09-23,2024-09-23,Terminal Block,75.0,19.22,265,SUP-102,21,0
CB-1002,2024-09-30,2024-09-30,Terminal Block,47.0,19.22,218,SUP-102,21,0
CB-1002,2024-10-07,2024-10-07,Terminal Block,39.0,19.22,179,SUP-102,21,0
CB-1002,2024-10-14,2024-10-14,Terminal Block,42.0,19.22,137,SUP-102,21,0
CB-1002,2024-10-21,2024-10-21,Terminal Block,55.0,19.22,82,SUP-102,21,0
CB-1002,2024-10-28,2024-10-28,Terminal Block,18.0,19.22,294,SUP-102,21,0
CB-1002,2024-11-04,2024-11-04,Terminal Block,50.0,19.22,244,SUP-102,21,0
CB-1002,2024-11-11,2024-11-11,Terminal Block,42.0,19.22,202,SUP-102,21,0
CB-1002,2024-11-18,2024-11-18,Terminal Block,82.0,19.22,120,SUP-102,21,0
CB-1002,2024-11-25,2024-11-25,Terminal Block,48.0,19.22,72,SUP-102,21,0
CB-1002,2024-12-02,2024-12-02,Terminal Block,84.0,19.22,0,SUP-102,21,1
CB-1002,2024-12-09,2024-12-09,Terminal Block,33.0,19.22,198,SUP-102,21,0
CB-1002,2024-12-16,2024-12-16,Terminal Block,68.0,19.22,130,SUP-102,21,0
CB-1002,2024-12-23,2024-12-23,Terminal Block,65.0,19.22,65,SUP-102,21,0
CB-1002,2024-12-30,2024-12-30,Terminal Block,42.0,19.22,23,SUP-102,21,0
CB-1002,2025-01-06,2025-01-06,Terminal Block,66.0,19.22,187,SUP-102,21,0
CB-1002,2025-01-13,2025-01-13,Terminal Block,91.0,19.22,96,SUP-102,21,0
CB-1002,2025-01-20,2025-01-20,Terminal Block,59.0,19.22,37,SUP-102,21,0
CB-1002,2025-01-27,2025-01-27,Terminal Block,28.0,19.22,240,SUP-102,21,0
CB-1002,2025-02-03,2025-02-03,Terminal Block,69.0,19.22,171,SUP-102,21,0
CB-1002,2025-02-10,2025-02-10,Terminal Block,49.0,19.22,122,SUP-102,21,0
CB-1002,2025-02-17,2025-02-17,Terminal Block,64.0,19.22,58,SUP-102,21,0
CB-1002,2025-02-24,2025-02-24,Terminal Block,72.0,19.22,217,SUP-102,21,0
CB-1002,2025-03-03,2025-03-03,Terminal Block,30.0,19.22,187,SUP-102,21,0
CB-1002,2025-03-10,2025-03-10,Terminal Block,33.0,19.22,154,SUP-102,21,0
CB-1002,2025-03-17,2025-03-17,Terminal Block,90.0,19.22,64,SUP-102,21,0
CB-1002,2025-03-24,2025-03-24,Terminal Block,63.0,19.22,231,SUP-102,21,0
CB-1002,2025-03-31,2025-03-31,Terminal Block,8.0,19.22,223,SUP-102,21,0
CB-1002,2025-04-07,2025-04-07,Terminal Block,99.0,19.22,124,SUP-102,21,0
CB-1002,2025-04-14,2025-04-14,Terminal Block,85.0,19.22,39,SUP-102,21,0
CB-1002,2025-04-21,2025-04-21,Terminal Block,58.0,19.22,0,SUP-102,21,1
CB-1002,2025-04-28,2025-04-28,Terminal Block,41.0,19.22,190,SUP-102,21,0
CB-1002,2025-05-05,2025-05-05,Terminal Block,98.0,19.22,92,SUP-102,21,0
CB-1002,2025-05-12,2025-05-12,Terminal Block,84.0,19.22,8,SUP-102,21,0
CB-1002,2025-05-19,2025-05-19,Terminal Block,135.0,19.22,103,SUP-102,21,0
CB-1002,2025-05-26,2025-05-26,Terminal Block,83.0,19.22,20,SUP-102,21,0
CB-1002,2025-06-02,2025-06-02,Terminal Block,80.0,19.22,0,SUP-102,21,1
CB-1002,2025-06-09,2025-06-09,Terminal Block,65.0,19.22,166,SUP-102,21,0
CB-1002,2025-06-16,2025-06-16,Terminal Block,86.0,19.22,80,SUP-102,21,0
CB-1002,2025-06-23,2025-06-23,Terminal Block,80.0,19.22,0,SUP-102,21,1
CB-1002,2025-06-30,2025-06-30,Terminal Block,92.0,19.22,139,SUP-102,21,0
CB-1002,2025-07-07,2025-07-07,Terminal Block,51.0,19.22,88,SUP-102,21,0
CB-1002,2025-07-14,2025-07-14,Terminal Block,51.0,19.22,37,SUP-102,21,0
CB-1002,2025-07-21,2025-07-21,Terminal Block,49.0,19.22,218,SUP-102,21,0
CB-1002,2025-07-28,2025-07-28,Terminal Block,73.0,19.22,145,SUP-102,21,0
CB-1002,2025-08-04,2025-08-04,Terminal Block,84.0,19.22,61,SUP-102,21,0
CB-1002,2025-08-11,2025-08-11,Terminal Block,45.0,19.22,16,SUP-102,21,0
CB-1002,2025-08-18,2025-08-18,Terminal Block,45.0,19.22,202,SUP-102,21,0
CB-1002,2025-08-25,2025-08-25,Terminal Block,57.0,19.22,145,SUP-102,21,0
CB-1002,2025-09-01,2025-09-01,Terminal Block,46.0,19.22,99,SUP-102,21,0
CB-1002,2025-09-08,2025-09-08,Terminal Block,66.0,19.22,33,SUP-102,21,0
CB-1002,2025-09-15,2025-09-15,Terminal Block,10.0,19.22,254,SUP-102,21,0
CB-1002,2025-09-22,2025-09-22,Terminal Block,35.0,19.22,219,SUP-102,21,0
CB-1002,2025-09-29,2025-09-29,Terminal Block,36.0,19.22,183,SUP-102,21,0
CB-1002,2025-10-06,2025-10-06,Terminal Block,9.0,19.22,174,SUP-102,21,0
CB-1002,2025-10-13,2025-10-13,Terminal Block,33.0,19.22,141,SUP-102,21,0
CB-1002,2025-10-20,2025-10-20,Terminal Block,34.0,19.22,337,SUP-102,21,0
CB-1002,2025-10-27,2025-10-27,Terminal Block,48.0,19.22,289,SUP-102,21,0
CB-1002,2025-11-03,2025-11-03,Terminal Block,73.0,19.22,216,SUP-102,21,0
CB-1002,2025-11-10,2025-11-10,Terminal Block,49.0,19.22,167,SUP-102,21,0
CB-1002,2025-11-17,2025-11-17,Terminal Block,35.0,19.22,132,SUP-102,21,0
CB-1002,2025-11-24,2025-11-24,Terminal Block,56.0,19.22,76,SUP-102,21,0
CB-1002,2025-12-01,2025-12-01,Terminal Block,81.0,19.22,226,SUP-102,21,0
CB-1002,2025-12-08,2025-12-08,Terminal Block,40.0,19.22,186,SUP-102,21,0
CB-1002,2025-12-15,2025-12-15,Terminal Block,43.0,19.22,143,SUP-102,21,0
CB-1002,2025-12-22,2025-12-22,Terminal Block,78.0,19.22,65,SUP-102,21,0
CB-1003,2024-01-01,2024-01-01,Contact Assembly,11.0,142.03,2,SUP-103,35,0
CB-1003,2024-01-08,2024-01-08,Contact Assembly,0.0,142.03,2,SUP-103,35,0
CB-1003,2024-01-15,2024-01-15,Contact Assembly,33.0,142.03,0,SUP-103,35,1
CB-1003,2024-01-22,2024-01-22,Contact Assembly,0.0,142.03,0,SUP-103,35,0
CB-1003,2024-01-29,2024-01-29,Contact Assembly,0.0,142.03,0,SUP-103,35,0
CB-1003,2024-02-05,2024-02-05,Contact Assembly,0.0,142.03,34,SUP-103,35,0
CB-1003,2024-02-12,2024-02-12,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-02-19,2024-02-19,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-02-26,2024-02-26,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-03-04,2024-03-04,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-03-11,2024-03-11,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-03-18,2024-03-18,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-03-25,2024-03-25,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-04-01,2024-04-01,Contact Assembly,23.0,142.03,44,SUP-103,35,0
CB-1003,2024-04-08,2024-04-08,Contact Assembly,0.0,142.03,44,SUP-103,35,0
CB-1003,2024-04-15,2024-04-15,Contact Assembly,30.0,142.03,14,SUP-103,35,0
CB-1003,2024-04-22,2024-04-22,Contact Assembly,0.0,142.03,14,SUP-103,35,0
CB-1003,2024-04-29,2024-04-29,Contact Assembly,8.0,142.03,6,SUP-103,35,0
CB-1003,2024-05-06,2024-05-06,Contact Assembly,56.0,142.03,0,SUP-103,35,1
CB-1003,2024-05-13,2024-05-13,Contact Assembly,15.0,142.03,0,SUP-103,35,1
CB-1003,2024-05-20,2024-05-20,Contact Assembly,11.0,142.03,23,SUP-103,35,0
CB-1003,2024-05-27,2024-05-27,Contact Assembly,0.0,142.03,23,SUP-103,35,0
CB-1003,2024-06-03,2024-06-03,Contact Assembly,0.0,142.03,23,SUP-103,35,0
CB-1003,2024-06-10,2024-06-10,Contact Assembly,0.0,142.03,56,SUP-103,35,0
CB-1003,2024-06-17,2024-06-17,Contact Assembly,0.0,142.03,56,SUP-103,35,0
CB-1003,2024-06-24,2024-06-24,Contact Assembly,0.0,142.03,90,SUP-103,35,0
CB-1003,2024-07-01,2024-07-01,Contact Assembly,52.0,142.03,38,SUP-103,35,0
CB-1003,2024-07-08,2024-07-08,Contact Assembly,0.0,142.03,38,SUP-103,35,0
CB-1003,2024-07-15,2024-07-15,Contact Assembly,48.0,142.03,0,SUP-103,35,1
CB-1003,2024-07-22,2024-07-22,Contact Assembly,0.0,142.03,0,SUP-103,35,0
CB-1003,2024-07-29,2024-07-29,Contact Assembly,0.0,142.03,0,SUP-103,35,0
CB-1003,2024-08-05,2024-08-05,Contact Assembly,0.0,142.03,34,SUP-103,35,0
CB-1003,2024-08-12,2024-08-12,Contact Assembly,0.0,142.03,34,SUP-103,35,0
CB-1003,2024-08-19,2024-08-19,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-08-26,2024-08-26,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-09-02,2024-09-02,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-09-09,2024-09-09,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-09-16,2024-09-16,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-09-23,2024-09-23,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-09-30,2024-09-30,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2024-10-07,2024-10-07,Contact Assembly,28.0,142.03,39,SUP-103,35,0
CB-1003,2024-10-14,2024-10-14,Contact Assembly,0.0,142.03,39,SUP-103,35,0
CB-1003,2024-10-21,2024-10-21,Contact Assembly,7.0,142.03,32,SUP-103,35,0
CB-1003,2024-10-28,2024-10-28,Contact Assembly,0.0,142.03,32,SUP-103,35,0
CB-1003,2024-11-04,2024-11-04,Contact Assembly,14.0,142.03,18,SUP-103,35,0
CB-1003,2024-11-11,2024-11-11,Contact Assembly,0.0,142.03,52,SUP-103,35,0
CB-1003,2024-11-18,2024-11-18,Contact Assembly,0.0,142.03,52,SUP-103,35,0
CB-1003,2024-11-25,2024-11-25,Contact Assembly,0.0,142.03,52,SUP-103,35,0
CB-1003,2024-12-02,2024-12-02,Contact Assembly,0.0,142.03,52,SUP-103,35,0
CB-1003,2024-12-09,2024-12-09,Contact Assembly,0.0,142.03,86,SUP-103,35,0
CB-1003,2024-12-16,2024-12-16,Contact Assembly,0.0,142.03,86,SUP-103,35,0
CB-1003,2024-12-23,2024-12-23,Contact Assembly,13.0,142.03,73,SUP-103,35,0
CB-1003,2024-12-30,2024-12-30,Contact Assembly,0.0,142.03,73,SUP-103,35,0
CB-1003,2025-01-06,2025-01-06,Contact Assembly,33.0,142.03,40,SUP-103,35,0
CB-1003,2025-01-13,2025-01-13,Contact Assembly,0.0,142.03,40,SUP-103,35,0
CB-1003,2025-01-20,2025-01-20,Contact Assembly,6.0,142.03,34,SUP-103,35,0
CB-1003,2025-01-27,2025-01-27,Contact Assembly,0.0,142.03,34,SUP-103,35,0
CB-1003,2025-02-03,2025-02-03,Contact Assembly,0.0,142.03,34,SUP-103,35,0
CB-1003,2025-02-10,2025-02-10,Contact Assembly,54.0,142.03,13,SUP-103,35,0
CB-1003,2025-02-17,2025-02-17,Contact Assembly,0.0,142.03,13,SUP-103,35,0
CB-1003,2025-02-24,2025-02-24,Contact Assembly,0.0,142.03,13,SUP-103,35,0
CB-1003,2025-03-03,2025-03-03,Contact Assembly,0.0,142.03,13,SUP-103,35,0
CB-1003,2025-03-10,2025-03-10,Contact Assembly,0.0,142.03,13,SUP-103,35,0
CB-1003,2025-03-17,2025-03-17,Contact Assembly,38.0,142.03,9,SUP-103,35,0
CB-1003,2025-03-24,2025-03-24,Contact Assembly,0.0,142.03,43,SUP-103,35,0
CB-1003,2025-03-31,2025-03-31,Contact Assembly,0.0,142.03,43,SUP-103,35,0
CB-1003,2025-04-07,2025-04-07,Contact Assembly,0.0,142.03,43,SUP-103,35,0
CB-1003,2025-04-14,2025-04-14,Contact Assembly,38.0,142.03,5,SUP-103,35,0
CB-1003,2025-04-21,2025-04-21,Contact Assembly,53.0,142.03,0,SUP-103,35,1
CB-1003,2025-04-28,2025-04-28,Contact Assembly,0.0,142.03,0,SUP-103,35,0
CB-1003,2025-05-05,2025-05-05,Contact Assembly,0.0,142.03,0,SUP-103,35,0
CB-1003,2025-05-12,2025-05-12,Contact Assembly,0.0,142.03,0,SUP-103,35,0
CB-1003,2025-05-19,2025-05-19,Contact Assembly,0.0,142.03,34,SUP-103,35,0
CB-1003,2025-05-26,2025-05-26,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2025-06-02,2025-06-02,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2025-06-09,2025-06-09,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2025-06-16,2025-06-16,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2025-06-23,2025-06-23,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2025-06-30,2025-06-30,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2025-07-07,2025-07-07,Contact Assembly,0.0,142.03,67,SUP-103,35,0
CB-1003,2025-07-14,2025-07-14,Contact Assembly,49.0,142.03,18,SUP-103,35,0
CB-1003,2025-07-21,2025-07-21,Contact Assembly,0.0,142.03,18,SUP-103,35,0
CB-1003,2025-07-28,2025-07-28,Contact Assembly,0.0,142.03,18,SUP-103,35,0
CB-1003,2025-08-04,2025-08-04,Contact Assembly,54.0,142.03,0,SUP-103,35,1
CB-1003,2025-08-11,2025-08-11,Contact Assembly,0.0,142.03,0,SUP-103,35,0
